AntibodyLabel	Source	NodeName	Gene_Symbol	Sites	Effect
MEK1_2_pS217_RS00275576	MDACC	MEK12pS217	MAP2K1	S217	a
MEK1_pS217_S221.R.V_GBL9026345	MDACC	MEK1pS217	MAP2K1	S217|S218|S222	a
MEK1_pS217_S221.R.V_GBL1033828	MDACC	MEK1pS217S221	MAP2K1	S217|S221	a
MEK1_pS217_S221.R.V_GBL1113279	MDACC	MEK1pS217S221	MAP2K1	S217|S221	a
MEK1_pS217_S221.R.V_GBL1115226	MDACC	MEK1pS217S221	MAP2K1	S217|S221	a
MEK1_pS217_S221.R.V_GBL.9013871	MDACC	MEK1pS217S221	MAP2K1	S217|S221	a
MEK1/2	MSKCC	MEK2	MAP2K2	NA	c
MEK2.R.V_GBL1033866	MDACC	MEK2	MAP2K2	NA	c
MEK2.R.V_GBL1113327	MDACC	MEK2	MAP2K2	NA	c
MEK2.wR.V_GBL1115131	MDACC	MEK2	MAP2K2	NA	c
Merlin.R.C_GBL1033821	MDACC	Merlin	NF2	NA	c
Merlin.R.C_GBL1113272	MDACC	Merlin	NF2	NA	c
Merlin.R.C_GBL1114945	MDACC	Merlin	NF2	NA	c
MET	MSKCC	MET	MET	NA	c
Met (phospho.Tyr1234/1235)	MSKCC	Met_pY1234	MET	Y1234	a
MGMT_RS00272750 (MOUSE)	MDACC	MGMT	MGMT	NA	c
MGMT_RS00276377 (mouse)	MDACC	MGMT	MGMT	NA	c
MGMT_RS00276599 (mouse) (1_200)	MDACC	MGMT	MGMT	NA	c
MIF.R.C_GBL1115028	MDACC	MIF	MIF	NA	c
MIG.6.M.V_GBL9026315	MDACC	MIG6	ERRFI1	NA	c
MIG.6.M.V_GBL.9012892	MDACC	MIG6	ERRFI1	NA	c
MIG6.M.V_GBL1033905	MDACC	MIG6	ERRFI1	NA	c
MIG6.M.V_GBL1113369	MDACC	MIG6	ERRFI1	NA	c
MIG6.M.V_GBL1115047	MDACC	MIG6	ERRFI1	NA	c
MITF	MSKCC	MITF	MITF	NA	c
Mitochondria.M.V_GBL1115048	MDACC	Mitochondria	MITOCHONDRIA	NA	c
MKLP.1(D17)_GBL9008567	MDACC	MKLP1	KIF23	NA	c
MKLP.1(D17)_GBL9008584	MDACC	MKLP1	KIF23	NA	c
MME(CD10)(mouse)_GBL9007891	MDACC	MME	MME	NA	c
MMP2.R.V_GBL1115220	MDACC	MMP2	MMP2	NA	c
Mre11.R.C_GBL9026237	MDACC	Mre11	MRE11A	NA	c
MRE11_RS00275799	MDACC	MRE11	MRE11A	NA	c
Mre11.R.C_GBL.9013873	MDACC	Mre11	MRE11A	NA	c
MSH2.M.C_GBL9026316	MDACC	MSH2	MSH2	NA	c
MSH2_RS00276385 (mouse)	MDACC	MSH2	MSH2	NA	c
MSH2.M.V_GBL1033900	MDACC	MSH2	MSH2	NA	c
MSH2.M.V_GBL1113360	MDACC	MSH2	MSH2	NA	c
MSH2.wM.V_GBL1115136	MDACC	MSH2	MSH2	NA	c
MSH2.M.C_GBL.9012893	MDACC	MSH2	MSH2	NA	c
MSH2(mouse)_GBL9007882	MDACC	MSH2	MSH2	NA	c
MSH6.R.C_GBL9026238	MDACC	MSH6	MSH6	NA	c
MSH6.R.C_GBL1033824	MDACC	MSH6	MSH6	NA	c
MSH6.R.C_GBL1113275	MDACC	MSH6	MSH6	NA	c
MSH6.R.C_GBL1114948	MDACC	MSH6	MSH6	NA	c
MSH6.R.C_GBL.9013874	MDACC	MSH6	MSH6	NA	c
mTOR	MSKCC	mTOR	MTOR	NA	c
mTOR.R.V_GBL9026239	MDACC	mTOR	MTOR	NA	c
mTOR_RS00269154	MDACC	mTOR	MTOR	NA	c
mTOR_RS00276015	MDACC	mTOR	MTOR	NA	c
mTOR.R.V_GBL1033803	MDACC	mTOR	MTOR	NA	c
mTOR.R.V_GBL1113196	MDACC	mTOR	MTOR	NA	c
mTOR.R.V_GBL1114888	MDACC	mTOR	MTOR	NA	c
mTOR(V)_GBL9008343	MDACC	mTOR	MTOR	NA	c
mTOR(V)_GBL9008537	MDACC	mTOR	MTOR	NA	c
mTOR (phospho.Ser2448)	MSKCC	mTOR_pS2448	MTOR	S2448	a
mTOR_.pS2448.R.C_GBL9026240	MDACC	mTORpS2448	MTOR	S2448	a
mTOR_pS2448_GBL9008344	MDACC	mTORpS2448	MTOR	S2448	a
mTOR_pS2448_RS00269153	MDACC	mTORpS2448	MTOR	S2448	a
mTOR_pS2448.R.C_GBL1033804	MDACC	mTORpS2448	MTOR	S2448	a
mTOR_pS2448.R.C_GBL1113197	MDACC	mTORpS2448	MTOR	S2448	a
mTOR_pS2448.R.C_GBL1114889	MDACC	mTORpS2448	MTOR	S2448	a
Myosin.11.R.V_GBL1033848	MDACC	Myosin11	MYH11	NA	c
Myosin.11.R.V_GBL1113309	MDACC	Myosin11	MYH11	NA	c
Myosin.11.R.V_GBL1115227	MDACC	Myosin11	MYH11	NA	c
Myosin.IIa_pS1943.R.V_GBL1033853	MDACC	MyosinIIapS1943	MYH2	S1943	i
Myosin.IIa_pS1943.R.V_GBL1113314	MDACC	MyosinIIapS1943	MYH2	S1943	i
Myosin.IIa_pS1943.R.V_GBL1114969	MDACC	MyosinIIapS1943	MYH2	S1943	i
NAPSIN.A.R.C_GBL1033873	MDACC	NAPSINA	NAPSA	NA	c
NAPSIN.A.R.C_GBL1113334	MDACC	NAPSINA	NAPSA	NA	c
NAPSIN.A.R.C_GBL1114990	MDACC	NAPSINA	NAPSA	NA	c
NBS1_GBL9008313	MDACC	NBS1	NBN 	NA	c
NBS1_GBL9008374	MDACC	NBS1	NBN 	NA	c
N.Cadherin	MSKCC	NCadherin	CDH2	NA	c
N.Cadherin.R.V_GBL9026341	MDACC	NCadherin	CDH2	NA	c
N.Cadherin_RS00273492	MDACC	NCadherin	CDH2	NA	c
N.Cadherin_RS00275863	MDACC	NCadherin	CDH2	NA	c
N.Cadherin.R.V_GBL1033805	MDACC	NCadherin	CDH2	NA	c
N.Cadherin.R.V_GBL1113198	MDACC	NCadherin	CDH2	NA	c
N.Cadherin.wR.V_GBL1115105	MDACC	NCadherin	CDH2	NA	c
N.Cadherin(V)_GBL9008538	MDACC	NCadherin	CDH2	NA	c
N.Cadherin.R.V_GBL.9013823	MDACC	NCadherin	CDH2	NA	c
NCKIPS1_RS00276592	MDACC	NCKIPS1	PSEN1	NA	c
NDRG1_pT346.R.V_GBL1033842	MDACC	NDRG1pT346	NDRG1	T346	a
NDRG1_pT346.R.V_GBL1113365	MDACC	NDRG1pT346	NDRG1	T346	a
NDRG1_pT346.R.V_GBL1114959	MDACC	NDRG1pT346	NDRG1	T346	a
NDUFB4.M.V_GBL1115177	MDACC	NDUFB4	NDUFB4	NA	c
NF2.R.C_GBL9026243	MDACC	NF2	NF2	NA	c
NF2.R.C_GBL.9013876	MDACC	NF2	NF2	NA	c
NFkB p65 (phospho.Ser536)	MSKCC	NFkBp65_pS536	RELA	S536	a
NF.kB.p65_pS536.R.C_GBL9026242	MDACC	NFkBp65pS536	RELA	T536	a
NF.kB.p65_pS536.R.C_GBL1033806	MDACC	NFkBp65pS536	RELA	S536	a
NF.kB.p65_pS536.R.C_GBL1113199	MDACC	NFkBp65pS536	RELA	S536	a
NF.kB.p65_pS536.R.C_GBL1114890	MDACC	NFkBp65pS536	RELA	S536	a
NF.kB.p65_pS536.R.C_GBL.9013877	MDACC	NFkBp65pS536	RELA	S536	a
Notch 3_RS00275693	MDACC	Notch 3	NOTCH3	NA	c
Notch1.R.V_GBL9026244	MDACC	Notch1	NOTCH1	NA	c
Notch1.R.V_GBL1033825	MDACC	Notch1	NOTCH1	NA	c
Notch1.R.V_GBL1113276	MDACC	Notch1	NOTCH1	NA	c
Notch1.wR.V_GBL1115121	MDACC	Notch1	NOTCH1	NA	c
Notch1.R.V_GBL.9013878	MDACC	Notch1	NOTCH1	NA	c
Notch3.R.C_GBL9026246	MDACC	Notch3	NOTCH3	NA	c
NOTCH3_RS00273601	MDACC	NOTCH3	NOTCH3	NA	c
Notch3.R.C_GBL1115019	MDACC	Notch3	NOTCH3	NA	c
Notch3.R.C_GBL.9013879	MDACC	Notch3	NOTCH3	NA	c
N.Ras.M.V_GBL1033944	MDACC	NRas	NRAS	NA	c
N.Ras.M.V_GBL1113394	MDACC	NRas	NRAS	NA	c
N.Ras.M.V_GBL1115080	MDACC	NRas	NRAS	NA	c
P.Cadherin	MSKCC	P.Cadherin	CDH3	NA	c
p16INK4a.R.V_GBL1033865	MDACC	p16INK4a	CDKN2A	NA	c
p16INK4a.R.V_GBL1113326	MDACC	p16INK4a	CDKN2A	NA	c
p16INK4a.R.V_GBL1114984	MDACC	p16INK4a	CDKN2A	NA	c
p21_RS00273502	MDACC	p21	CDKN1A	NA	c
p21_RS00276016	MDACC	p21	CDKN1A	NA	c
p21.R.V_GBL1033880	MDACC	p21	CDKN1A	NA	c
p21.R.V_GBL1113340	MDACC	p21	CDKN1A	NA	c
p21.R.V_GBL1115018	MDACC	p21	CDKN1A	NA	c
p21.R.C_GBL.9013880	MDACC	p21	CDKN1A	NA	c
p21(C)_GBL9007899	MDACC	p21	CDKN1A	NA	c
p27_RS00269175	MDACC	p27	CDKN1B	NA	c
p27_RS00275575	MDACC	p27	CDKN1B	NA	c
p27.R.V_GBL.9012866	MDACC	p27	CDKN1B	NA	c
p27.R.V_GBL.9013881	MDACC	p27	CDKN1B	NA	c
p27(Kip1)_GBL9008403	MDACC	p27	CDKN1B	NA	c
p27(mouse)_GBL9007890	MDACC	p27	CDKN1B	NA	c
p27.Kip.1.R.V_GBL1033778	MDACC	p27Kip1	CDKN1B	NA	c
p27.Kip.1.R.V_GBL1113255	MDACC	p27Kip1	CDKN1B	NA	c
p27.Kip.1.wR.V_GBL1115115	MDACC	p27Kip1	CDKN1B	NA	c
p27_pT157.R.C_GBL1033772	MDACC	p27pT157	CDKN1B	T157	i
p27_pT157.R.C_GBL1113249	MDACC	p27pT157	CDKN1B	T157	i
p27_pT157.R.C_GBL1114926	MDACC	p27pT157	CDKN1B	T157	i
p27_pT157.R.C_GBL.9012867	MDACC	p27pT157	CDKN1B	T157	i
p27_pT157.R.C_GBL.9013906	MDACC	p27pT157	CDKN1B	T157	i
p27_pT198.R.V_GBL1033774	MDACC	p27pT198	CDKN1B	T198	i
p27_pT198.R.V_GBL1113251	MDACC	p27pT198	CDKN1B	T198	i
p27_pT198.wR.V_GBL1115112	MDACC	p27pT198	CDKN1B	T198	i
p27_pT198.R.V_GBL.9013883	MDACC	p27pT198	CDKN1B	T198	i
p38_RS00273500	MDACC	p38	MAPK14	NA	c
P38_RS00273710	MDACC	P38	MAPK14	NA	c
p38_RS00275581	MDACC	p38	MAPK14	NA	c
p38.R.V_GBL1033807	MDACC	p38	MAPK14	NA	c
p38.R.V_GBL1113200	MDACC	p38	MAPK14	NA	c
p38.R.V_GBL1114891	MDACC	p38	MAPK14	NA	c
p38(V)_GBL9007900	MDACC	p38	MAPK14	NA	c
p38 MAPK (phospho.Thr180,Tyr182)	MSKCC	p38_pT180	MAPK14	pT180|Tyr182	a
p38.a.M.V_GBL1115051	MDACC	p38a	MAPK14	NA	c
p38.alpha.M.V_GBL1033908	MDACC	p38alpha	MAPK14	NA	c
p38.alpha.M.V_GBL1113372	MDACC	p38alpha	MAPK14	NA	c
p38_MAPK.R.C_GBL9026251	MDACC	p38MAPK	MAPK14	NA	c
p38_MAPK.R.C_GBL.9012868	MDACC	p38MAPK	MAPK14	NA	c
p38_MAPK.R.C_GBL.9013884	MDACC	p38MAPK	MAPK14	NA	c
p38_MAPK.R.C_GBL.9013907	MDACC	p38MAPK	MAPK14	NA	c
p38_pT180_Y182.R.V_GBL9026252	MDACC	p38pT180	MAPK14	T180|Y182	a
p38_pT180_RS00273709	MDACC	p38pT180	MAPK14	T180	a
p38_pT180_RS00275580	MDACC	p38pT180	MAPK14	T180	a
p38_pT180(V)_GBL9007932	MDACC	p38pT180	MAPK14	T180	a
p38_pT180_Y182.R.V_GBL1033808	MDACC	p38pT180Y182	MAPK14	T180|Y182	a
p38_pT180_Y182.R.V_GBL1113201	MDACC	p38pT180Y182	MAPK14	T180|Y182	a
p38_pT180_Y182.wR.V_GBL1115106	MDACC	p38pT180Y182	MAPK14	T180|Y182	a
p38_pT180_Y182.R.V_GBL.9012869	MDACC	p38pT180Y182	MAPK14	T180|Y182	a
p38_pT180_Y182.R.V_GBL.9013885	MDACC	p38pT180Y182	MAPK14	T180|Y182	a
p38_pT180_Y182.R.V_GBL.9013908	MDACC	p38pT180Y182	MAPK14	T180|Y182	a
p53	MSKCC	p53	TP53	NA	c
p53.R.V_GBL9026346	MDACC	p53	TP53	NA	c
p53_RS002735989	MDACC	p53	TP53	NA	c
p53_RS00275805 (1_5000)	MDACC	p53	TP53	NA	c
p53_RS00276012	MDACC	p53	TP53	NA	c
p53.R.C_GBL1033956	MDACC	p53	TP53	NA	c
p53.R.C_GBL1113202	MDACC	p53	TP53	NA	c
p53.R.C_GBL1114892	MDACC	p53	TP53	NA	c
p53.R.V_GBL.9012870	MDACC	p53	TP53	NA	c
p53.R.V_GBL.9012903	MDACC	p53	TP53	NA	c
p53.R.V_GBL.9013886	MDACC	p53	TP53	NA	c
p53(V)_GBL9008550	MDACC	p53	TP53	NA	c
p70 S6 Kinase	MSKCC	p70S6K	RPS6KB1	NA	c
p70S6K.R.V_GBL9026254	MDACC	p70S6K	RPS6KB1	NA	c
p70S6k_RS00269156	MDACC	p70S6k	RPS6KB1	NA	c
p70S6K_RS00275817	MDACC	p70S6K	RPS6KB1	NA	c
p70S6K.R.V_GBL.9013887	MDACC	p70S6K	RPS6KB1	NA	c
p70S6K(V)_GBL9008371	MDACC	p70S6K	RPS6KB1	NA	c
p70 S6 Kinase (phospho.Thr389)	MSKCC	p70S6K_pT389	RPS6KB1	T389	a
p70.S6K1.R.V_GBL1033810	MDACC	p70S6K1	RPS6KB1	NA	c
p70.S6K1.R.V_GBL1113204	MDACC	p70S6K1	RPS6KB1	NA	c
p70.S6K1.R.V_GBL1114893	MDACC	p70S6K1	RPS6KB1	NA	c
p70S6K_pT389.R.V_GBL9026255	MDACC	p70S6KpT389	RPS6KB1	T389|T412	a
p70.S6K_pT389.R.V_GBL1033811	MDACC	p70S6KpT389	RPS6KB1	T389	a
p70.S6K_pT389.R.V_GBL1113205	MDACC	p70S6KpT389	RPS6KB1	T389	a
p70.S6K_pT389.R.V_GBL1114894	MDACC	p70S6KpT389	RPS6KB1	T389	a
p70S6k_pT389_RS00269155	MDACC	p70S6kpT389	RPS6KB1	T389	a
p70S6K_pT389_Rs00275816	MDACC	p70S6KpT389	RPS6KB1	T389	a
p70S6K_pT389.R.V_GBL.9013888	MDACC	p70S6KpT389	RPS6KB1	T389	a
p70S6K_pT389(V)_GBL9008551	MDACC	p70S6KpT389	RPS6KB1	T389	a
p85_PI3K_RS00267488	MDACC	p85PI3K	PIK3R1 	NA	c
p85_PI3K_RS00275456	MDACC	p85PI3K	PIK3R1 	NA	c
p85_PI3K_RS00275809	MDACC	p85PI3K	PIK3R1 	NA	c
p90RSK_GBL9008510	MDACC	p90RSK	RPS6KA1	NA	c
p90RSK_RS00267489	MDACC	p90RSK	RPS6KA1	NA	c
p90RSK_RS00273764	MDACC	p90RSK	RPS6KA1	NA	c
p90RSK_RS00275699	MDACC	p90RSK	RPS6KA1	NA	c
p90RSK_RS00275807	MDACC	p90RSK	RPS6KA1	NA	c
p90RSK_pT359_S363.R.C_GBL9026256	MDACC	p90RSKpT359	RPS6KA1	T359|S363	a
p90RSK_pT359_RS00273607	MDACC	p90RSKpT359	RPS6KA1	T359	a
p90RSK_pT359_RS00275698	MDACC	p90RSKpT359	RPS6KA1	T359	a
p90RSK_pT359_RS00276598  (1_500)	MDACC	p90RSKpT359	RPS6KA1	T359	a
p90RSK_pT359(C )_GBL9008401	MDACC	p90RSKpT359	RPS6KA1	T359	a
p90RSK_pT359(C)_GBL9008392	MDACC	p90RSKpT359	RPS6KA1	T359	a
p90RSK_pT359_S363.R.C_GBL.9013889	MDACC	p90RSKpT359S363	RPS6KA1	T359|S363	a
p90RSK_pT573.wR.C_GBL1115241	MDACC	p90RSKpT573	RPS6KA1	T573	a
PAI.1_RS00273753 (MOUSE)	MDACC	PAI1	SERPINE1 	NA	c
PAI.1.M.V_GBL1033891	MDACC	PAI1	SERPINE1 	NA	c
PAI.1.M.V_GBL1113351	MDACC	PAI1	SERPINE1 	NA	c
PAI.1.M.V_GBL1115034	MDACC	PAI1	SERPINE1 	NA	c
PAI.1(mouse)_GBL9008581	MDACC	PAI1	SERPINE1 	NA	c
PAR.R.C_GBL1115002	MDACC	PAR	PARD3	NA	c
PARP_RS00267493 (Rabbit)	MDACC	PARP	PARP1	NA	c
PARP_RS00273765 (RABBIT)	MDACC	PARP	PARP1	NA	c
PARP_RS00275707 (Rabbit)	MDACC	PARP	PARP1	NA	c
PARP(cleaved)(mouse)(C)_GBL9007889	MDACC	PARP	PARP1	NA	c
PARP (cleaved.Asp214)	MSKCC	PARP(cleavedAsp214)	PARP1	NA	i
PARP1_RS00273424 (mouse)	MDACC	PARP1	PARP1	NA	c
PARP1.R.V_GBL1033887	MDACC	PARP1	PARP1	NA	c
PARP1.R.V_GBL1113347	MDACC	PARP1	PARP1	NA	c
PARP1.R.V_GBL1115030	MDACC	PARP1	PARP1	NA	c
PARP_cleaved.M.C_GBL9026317	MDACC	PARPcl	PARP1	NA	i
PARP_cleaved_RS00276371 (mouse)	MDACC	PARPcleaved	PARP1	NA	i
PARP_cleaved.M.C_GBL.9012894	MDACC	PARPcleaved	PARP1	NA	i
PARP.cleaved.M.Q_GBL1115167	MDACC	PARPcleaved	PARP1	NA	i
PARP.cleaved.M.QC_GBL1033892	MDACC	PARPcleaved	PARP1	NA	i
PARP.cleaved.M.QC_GBL1113352	MDACC	PARPcleaved	PARP1	NA	i
PAX2_GBL9008357	MDACC	PAX2	PAX2	NA	c
PAX2_RS00275803	MDACC	PAX2	PAX2	NA	c
Paxillin.R.V_GBL9026257	MDACC	Paxillin	PXN	NA	c
Paxillin.R.C_GBL1033812	MDACC	Paxillin	PXN	NA	c
Paxillin.R.C_GBL1113206	MDACC	Paxillin	PXN	NA	c
Paxillin.R.C_GBL1114895	MDACC	Paxillin	PXN	NA	c
Paxillin.R.V_GBL.9013890	MDACC	Paxillin	PXN	NA	c
P.Cadherin.R.C_GBL9026342	MDACC	PCadherin	CDH3	NA	c
P.Cadherin.R.C_GBL1115221	MDACC	PCadherin	CDH3	NA	c
P.Cadherin(V)_GBL9008316	MDACC	PCadherin	CDH3	NA	c
P.Cadherin.R.C_GBL.9013824	MDACC	PCadherin	CDH3	NA	c
PCNA.M.V_GBL9026318	MDACC	PCNA	PCNA	NA	c
PCNA_RS00273756 (mouse)	MDACC	PCNA	PCNA	NA	c
PCNA_RS00276379 (mouse)	MDACC	PCNA	PCNA	NA	c
PCNA.M.C_GBL1033893	MDACC	PCNA	PCNA	NA	c
PCNA.M.C_GBL1113353	MDACC	PCNA	PCNA	NA	c
PCNA.M.C_GBL1115035	MDACC	PCNA	PCNA	NA	c
PCNA.M.V_GBL.9012900	MDACC	PCNA	PCNA	NA	c
PCNA.M.V_GBL.9014288	MDACC	PCNA	PCNA	NA	c
PCNA(mouse)_GBL9008511	MDACC	PCNA	PCNA	NA	c
Pdcd.1L1.G.C_GBL1033925	MDACC	Pdcd1L1	CD274	NA	c
Pdcd.1L1.G.C_GBL1113407	MDACC	Pdcd1L1	CD274	NA	c
Pdcd.1L1.G.C_GBL1115095	MDACC	Pdcd1L1	CD274	NA	c
Pdcd4.R.C_GBL1033770	MDACC	Pdcd4	PDCD4	NA	c
Pdcd4.R.C_GBL1113247	MDACC	Pdcd4	PDCD4	NA	c
Pdcd4.R.C_GBL1114924	MDACC	Pdcd4	PDCD4	NA	c
PDGFR (phospho.Tyr1021)	MSKCC	PDGFR_pY1021	PDGFRA	Y1021	a
PDGFRA	MSKCC	PDGFRA	PDGFRA	NA	c
PDGFR.b.R.V_GBL1115230	MDACC	PDGFRb	PDGFRB	NA	c
PDGFRb.pY1021	MSKCC	PDGFRb_pY1021	PDGFRB	Y1021	a
PDGFR.beta.R.V_GBL1033862	MDACC	PDGFRbeta	PDGFRB	NA	c
PDGFR.beta.R.V_GBL1113323	MDACC	PDGFRbeta	PDGFRB	NA	c
PDK1_RS00269164	MDACC	PDK1	PDPK1	NA	c
PDK1_RS00273594	MDACC	PDK1	PDPK1	NA	c
PDK1_RS00275825	MDACC	PDK1	PDPK1	NA	c
PDK1.R.V_GBL1033813	MDACC	PDK1	PDPK1	NA	c
PDK1.R.V_GBL1113207	MDACC	PDK1	PDPK1	NA	c
PDK1.wR.V_GBL1115107	MDACC	PDK1	PDPK1	NA	c
PDK.1 (phospho.Ser241)	MSKCC	PDK1_pS241	PDPK1	pS241	a
PDK1_pS241_RS00269163	MDACC	PDK1pS241	PDPK1	S241	a
PDK1_pS241_RS00275824	MDACC	PDK1pS241	PDPK1	S241	a
PDK1_pS241.R.V_GBL1033814	MDACC	PDK1pS241	PDPK1	S241	a
PDK1_pS241.R.V_GBL1113208	MDACC	PDK1pS241	PDPK1	S241	a
PDK1_pS241.R.V_GBL1114897	MDACC	PDK1pS241	PDPK1	S241	a
PDK1_pS241.R.V_GBL.9012871	MDACC	PDK1pS241	PDPK1	S241	a
PDK1_pS241.R.V_GBL.9013891	MDACC	PDK1pS241	PDPK1	S241	a
PDK1_pS241(V)_GBL9008326	MDACC	PDK1pS241	PDPK1	S241	a
PDK1_pS241.R.V_GBL9026258	MDACC	PDPK1pS241	PDPK1	S241	a
PEA.15.R.V_GBL1033789	MDACC	PEA15	PEA15	NA	c
PEA.15.R.V_GBL1113266	MDACC	PEA15	PEA15	NA	c
PEA.15.R.V_GBL1114938	MDACC	PEA15	PEA15	NA	c
Pea.15.R.V_GBL.9013892	MDACC	Pea15	PEA15	NA	c
PEA.15_pS116.R.V_GBL1033790	MDACC	PEA15pS116	PEA15	S116	i
PEA.15_pS116.R.V_GBL1113267	MDACC	PEA15pS116	PEA15	S116	i
PEA.15_pS116.R.V_GBL1114939	MDACC	PEA15pS116	PEA15	S116	i
PI3K.p110.alpha.R.C_GBL9026269	MDACC	PI3Kp110a	PIK3CA	NA	c
PI3K_P110a_RS00273576	MDACC	PI3KP110a	PIK3CA	NA	c
PI3K_p110a_RS00275859	MDACC	PI3Kp110a	PIK3CA	NA	c
PI3K.p110.a.R.C_GBL1114922	MDACC	PI3Kp110a	PIK3CA	NA	c
PI3Kp110a(C)_GBL9008552	MDACC	PI3Kp110a	PIK3CA	NA	c
PI3K.p110.alpha.R.C_GBL1033769	MDACC	PI3Kp110alpha	PIK3CA	NA	c
PI3K.p110.alpha.R.C_GBL1113236	MDACC	PI3Kp110alpha	PIK3CA	NA	c
PI3K.p110.alpha.R.C_GBL.9013894	MDACC	PI3Kp110alpha	PIK3CA	NA	c
PI3K.p110.b.M.C_GBL1115176	MDACC	PI3Kp110b	PIK3CA	NA	c
PI3K.p85.R.V_GBL9026270	MDACC	PI3Kp85	PIK3R1	NA	c
PI3K.p85.R.V_GBL1033815	MDACC	PI3Kp85	PIK3R1	NA	c
PI3K.p85.R.V_GBL1113209	MDACC	PI3Kp85	PIK3R1	NA	c
PI3K.p85.R.V_GBL1114898	MDACC	PI3Kp85	PIK3R1	NA	c
PI3K.p85.R.V_GBL.9013895	MDACC	PI3Kp85	PIK3R1	NA	c
PI3Kp85_GBL9008332	MDACC	PI3Kp85	PIK3R1	NA	c
PKC.alpha.M.V_GBL9026319	MDACC	PKCa	PRKCA	NA	c
PKC.a.M.V_GBL1115036	MDACC	PKCa	PRKCA	NA	c
PKCa_GBL9008310	MDACC	PKCa	PRKCA	NA	c
PKCa_RS00273419 (MOUSE)	MDACC	PKCa	PRKCA	NA	c
PKCa_RS00273751 (mouse)	MDACC	PKCa	PRKCA	NA	c
PKCa_RS00276607 (mouse)	MDACC	PKCa	PRKCA	NA	c
PKCa(mouse)(V)_GBL9007876	MDACC	PKCa	PRKCA	NA	c
PKC.alpha.M.V_GBL1033894	MDACC	PKCalpha	PRKCA	NA	c
PKC.alpha.M.V_GBL1113354	MDACC	PKCalpha	PRKCA	NA	c
PKC.alpha.M.V_GBL.9012895	MDACC	PKCalpha	PRKCA	NA	c
PKC.alpha_pS657.R.C_GBL1033816	MDACC	PKCalphapS657	PRKCA	S657	a
PKC.alpha_pS657.R.C_GBL1113210	MDACC	PKCalphapS657	PRKCA	S657	a
PKC.alpha_pS657.R.V_GBL.9013896	MDACC	PKCalphapS657	PRKCA	S657	a
PKC.alpha_pS657.R.V_GBL9026271	MDACC	PKCapS657	PRKCA	S657	a
PKC.a_pS657.R.C_GBL1114899	MDACC	PKCapS657	PRKCA	S657	a
PKCa_pS657_GBL9008518	MDACC	PKCapS657	PRKCA	S657	a
PKCa_pS657_RS00273717	MDACC	PKCapS657	PRKCA	S657	a
PKCa_pS657_RS00275588	MDACC	PKCapS657	PRKCA	S657	a
PKC.beta.II_pS660.R.V_GBL1033846	MDACC	PKCbetaIIpS660	PRKCB	S660	a
PKC.beta.II_pS660.R.V_GBL1113307	MDACC	PKCbetaIIpS660	PRKCB	S660	a
PKC.b.II_pS660.R.V_GBL1114963	MDACC	PKCbIIpS660	PRKCB	S660	a
PKC.delta (phospho.Thr505)	MSKCC	PKCd_pT505	PRKCD	T505	a
PKC.delta_pS664_GBL9008358	MDACC	PKCdeltapS664	PRKCD	S664	a
PKC.delta_pS664.R.V_GBL1033784	MDACC	PKCdeltapS664	PRKCD	S664	a
PKC.delta_pS664.R.V_GBL1113261	MDACC	PKCdeltapS664	PRKCD	S664	a
PKC.delta_pS664.R.V_GBL1114931	MDACC	PKCdeltapS664	PRKCD	S664	a
PLC.gamma2_pY759.R.C_GBL1115224	MDACC	PLCgamma2pY759	PLCG2	Y759	a
PLCR2_pY759_GBL9008347	MDACC	PLCR2pY759	PLCR2	Y759	a
PLK1	MSKCC	PLK1	PLK1	NA	c
PLK1_GBL9008348	MDACC	PLK1	PLK1	NA	c
PLK1.R.C_GBL1114915	MDACC	PLK1	PLK1	NA	c
PMS2.R.V_GBL1033867	MDACC	PMS2	PMS2	NA	c
PMS2.R.V_GBL1113328	MDACC	PMS2	PMS2	NA	c
PMS2.R.V_GBL1114985	MDACC	PMS2	PMS2	NA	c
Porin.M.V_GBL1033946	MDACC	Porin	VDAC1 	NA	c
Porin.M.V_GBL1113378	MDACC	Porin	VDAC1 	NA	c
Porin.M.V_GBL1115058	MDACC	Porin	VDAC1 	NA	c
PR.R.V_GBL9026272	MDACC	PR	PGR	NA	c
PR_RS00273725	MDACC	PR	PR	NA	c
PR_RS00276019	MDACC	PR	PR	NA	c
PR.R.V_GBL1033720	MDACC	PR	PR	NA	c
PR.R.V_GBL1113211	MDACC	PR	PR	NA	c
PR.wR.V_GBL1115108	MDACC	PR	PR	NA	c
PR.R.V_GBL.9013898	MDACC	PR	PR	NA	c
PR(V)_GBL9008522	MDACC	PR	PR	NA	c
PRAS40.M.C_GBL1115042	MDACC	PRAS40	AKT1S1	NA	c
PRAS40 (phospho.Thr246)	MSKCC	PRAS40_pT246	AKT1S1	T246	i
PRAS40_pT246.R.V_GBL9026273	MDACC	PRAS40pT246	AKT1S1	T246	i
PRAS40_pT246.R.V_GBL1033737	MDACC	PRAS40pT246	AKT1S1	T246	i
PRAS40_pT246.R.V_GBL1113228	MDACC	PRAS40pT246	AKT1S1	T246	i
PRAS40_pT246.R.V_GBL1114914	MDACC	PRAS40pT246	AKT1S1	T246	i
PRAS40_pT246.R.V_GBL.9013900	MDACC	PRAS40pT246	AKT1S1	T246	i
