"AntibodyLabel"	"Source"	"NodeName"	"Gene_Symbol"	"Sites"	"Effect"
"833"	"DJ.1"	"MDACC"	"DJ1"	"PARK7"	NA	"c"
"834"	"DJ.1.R.C_GBL.9013840"	"MDACC"	"DJ1"	"PARK7"	NA	"c"
"835"	"DJ.1.R.C_GBL9026206"	"MDACC"	"DJ1"	"PARK7"	NA	"c"
"836"	"DJ1.R.V_GBL1033777"	"MDACC"	"DJ1"	"PARK7"	NA	"c"
"837"	"DJ1.R.V_GBL1113254"	"MDACC"	"DJ1"	"PARK7"	NA	"c"
"838"	"DJ1.R.V_GBL1114928"	"MDACC"	"DJ1"	"PARK7"	NA	"c"
"839"	"DM.Histone.H3"	"MDACC"	"DM.HistoneH3"	"H3F3B"	NA	"c"
"840"	"DM.Histone.H3.R.V_GBL1115004"	"MDACC"	"DM.HistoneH3"	"H3F3B"	NA	"c"
"841"	"DM.Histone.H3.R.V_GBL1115004"	"MDACC"	"DM.HistoneH3"	"H3F3A"	NA	"c"
"842"	"DM.K9.Histone.H3"	"MDACC"	"DM.K9.HistoneH3"	"H3F3B"	NA	"c"
"843"	"DM.K9.Histone.H3.R.C_GBL1115005"	"MDACC"	"DM.K9.HistoneH3"	"H3F3B"	NA	"c"
"844"	"DM.K9.Histone.H3.R.C_GBL1115005"	"MDACC"	"DM.K9.HistoneH3"	"H3F3A"	NA	"c"
"845"	"DNA_PK"	"MDACC"	"DNA_PK"	NA	NA	"c"
"846"	"DNA_PKCS_PT2609"	"MDACC"	"DNA_PKCS_pT2609"	NA	"T2609"	"a"
"847"	"DNA_PKCS_PS2056"	"MDACC"	"DNA_PKCS_pS2056"	NA	"S2056"	"a"
"848"	"DNA_PKCS_Y393"	"MDACC"	"DNA_PKCS_pY393"	NA	"Y393"	"a"
"849"	"DUSP4"	"MDACC"	"DUSP4"	"DUSP4"	NA	"c"
"850"	"DUSP4.R.V_GBL1115007"	"MDACC"	"DUSP4"	"DUSP4"	NA	"c"
"851"	"DV13_GBL9008389"	"MDACC"	"DV13"	"DVL3"	NA	"c"
"852"	"DV13"	"MDACC"	"DV13"	"DVL3"	NA	"c"
"853"	"Dvl3"	"MDACC"	"Dvl3"	"DVL3"	NA	"c"
"854"	"Dvl3.R.V_GBL.9013841"	"MDACC"	"Dvl3"	"DVL3"	NA	"c"
"855"	"Dvl3.R.V_GBL1033785"	"MDACC"	"Dvl3"	"DVL3"	NA	"c"
"856"	"Dvl3.R.V_GBL1113262"	"MDACC"	"Dvl3"	"DVL3"	NA	"c"
"857"	"Dvl3.R.V_GBL1114932"	"MDACC"	"Dvl3"	"DVL3"	NA	"c"
"858"	"Dvl3.R.V_GBL9026207"	"MDACC"	"Dvl3"	"DVL3"	NA	"c"
"859"	"ECADHERIN"	"MSKCC"	"E.Cadherin"	"CDH1"	NA	"c"
"860"	"E.Cadherin"	"MSKCC"	"E.Cadherin"	"CDH1"	NA	"c"
"861"	"ECadherin"	"MSKCC"	"E.Cadherin"	"CDH1"	NA	"c"
"862"	"E.Cadherin"	"MSKCC"	"E.Cadherin"	"CDH1"	NA	"c"
"863"	"E.Cadherin_RS00276013"	"MDACC"	"ECadherin"	"CDH1"	NA	"c"
"864"	"E.Cadherin_V"	"MDACC"	"ECadherin"	"CDH1"	NA	"c"
"865"	"E.Cadherin.R.V_GBL.9013822"	"MDACC"	"ECadherin"	"CDH1"	NA	"c"
"866"	"E.Cadherin.R.V_GBL1033835"	"MDACC"	"ECadherin"	"CDH1"	NA	"c"
"867"	"E.Cadherin.R.V_GBL1113286"	"MDACC"	"ECadherin"	"CDH1"	NA	"c"
"868"	"E.Cadherin.R.V_GBL1114954"	"MDACC"	"ECadherin"	"CDH1"	NA	"c"
"869"	"E.Cadherin.R.V_GBL9026188"	"MDACC"	"ECadherin"	"CDH1"	NA	"c"
"870"	"E.Cadherin(V)_GBL9008563"	"MDACC"	"ECadherin"	"CDH1"	NA	"c"
"871"	"E.cadherin(V)_GBL9008607"	"MDACC"	"Ecadherin"	"CDH1"	NA	"c"
"872"	"EFABP"	"MDACC"	"EFABP"	"FABP5"	NA	"c"
"873"	"E.FABP(C20)_GBL9008525"	"MDACC"	"EFABP"	"FABP5"	NA	"c"
"874"	"E.FABP(C20)_GBL9008585"	"MDACC"	"EFABP"	"FABP5"	NA	"c"
"875"	"E2F2"	"MDACC"	"E2F2"	"E2F2"	NA	"c"
"876"	"E2F.2(TFE25)(mouse)_GBL9008568"	"MDACC"	"E2F2"	"E2F2"	NA	"c"
"877"	"E2F1"	"MDACC"	"E2F1"	"E2F1"	NA	"c"
"878"	"E2F1.M.V_GBL1033938"	"MDACC"	"E2F1"	"E2F1"	NA	"c"
"879"	"E2F1.M.V_GBL1113400"	"MDACC"	"E2F1"	"E2F1"	NA	"c"
"880"	"E2F1.wM.V_GBL1115244"	"MDACC"	"E2F1"	"E2F1"	NA	"c"
"881"	"ECadherin_RS00273591"	"MDACC"	"ECadherin"	"CDH1"	NA	"c"
"882"	"EEF2"	"MDACC"	"eEF2"	"EEF2"	NA	"c"
"883"	"eEF2"	"MDACC"	"eEF2"	"EEF2"	NA	"c"
"884"	"eEF2.R.C_GBL1033822"	"MDACC"	"eEF2"	"EEF2"	NA	"c"
"885"	"eEF2.R.C_GBL1113273"	"MDACC"	"eEF2"	"EEF2"	NA	"c"
"886"	"eEF2.R.C_GBL1114946"	"MDACC"	"eEF2"	"EEF2"	NA	"c"
"887"	"eEF2.R.V_GBL.9013842"	"MDACC"	"eEF2"	"EEF2"	NA	"c"
"888"	"eEF2.R.V_GBL9026208"	"MDACC"	"eEF2"	"EEF2"	NA	"c"
"889"	"EEF2K"	"MDACC"	"eEF2K"	"EEF2K"	NA	"c"
"890"	"eEF2K"	"MDACC"	"eEF2K"	"EEF2K"	NA	"c"
"891"	"eEF2K.R.V_GBL.9013843"	"MDACC"	"eEF2K"	"EEF2K"	NA	"c"
"892"	"eEF2K.R.V_GBL1033823"	"MDACC"	"eEF2K"	"EEF2K"	NA	"c"
"893"	"eEF2K.R.V_GBL1113274"	"MDACC"	"eEF2K"	"EEF2K"	NA	"c"
"894"	"eEF2K.R.V_GBL1114947"	"MDACC"	"eEF2K"	"EEF2K"	NA	"c"
"895"	"eEF2K.R.V_GBL9026209"	"MDACC"	"eEF2K"	"EEF2K"	NA	"c"
"896"	"EGF5(KIF11)_GBL9008541"	"MDACC"	"EGF5"	"KIF11"	NA	"c"
"897"	"EGFR"	"MSKCC"	"EGFR"	"EGFR"	NA	"c"
"898"	"EGFR (phospho.Tyr1068)"	"MSKCC"	"EGFR_pY1068"	"EGFR"	"Y1068"	"a"
"899"	"EGFR_PY1173"	"MSKCC"	"EGFR_pY1173"	"EGFR"	"Y1173"	"a"
"900"	"EGFR (phospho.Tyr1173)"	"MSKCC"	"EGFR_pY1173"	"EGFR"	"Y1173"	"a"
"901"	"EGFR_pY1068.R.C_GBL1033694"	"MDACC"	"EGFRpY1068"	"EGFR"	"Y1068"	"a"
"902"	"EGFR_pY1068.R.C_GBL1113184"	"MDACC"	"EGFRpY1068"	"EGFR"	"Y1068"	"a"
"903"	"EGFR_pY1068.R.C_GBL1114872"	"MDACC"	"EGFRpY1068"	"EGFR"	"Y1068"	"a"
"904"	"EGFR_pY1068"	"MDACC"	"EGFRpY1068"	"EGFR"	"Y1068"	"a"
"905"	"EGFR_pY1068.R.V_GBL.9013845"	"MDACC"	"EGFRpY1068"	"EGFR"	"Y1068"	"a"
"906"	"EGFR_pY1068.R.V_GBL9026211"	"MDACC"	"EGFRpY1068"	"EGFR"	"Y1068|Y1069"	"a"
"907"	"EGFR_pY1173"	"MDACC"	"EGFRpY1173"	"EGFR"	"Y1173"	"a"
"908"	"EGFR_pY1173_C"	"MDACC"	"EGFRpY1173"	"EGFR"	"Y1173"	"a"
"909"	"EGFR_pY1173_RS00273724"	"MDACC"	"EGFRpY1173"	"EGFR"	"Y1173"	"a"
"910"	"EGFR_pY1173_RS00275851"	"MDACC"	"EGFRpY1173"	"EGFR"	"Y1173"	"a"
"911"	"EGFR_pY1173.R.C_GBL.9013846"	"MDACC"	"EGFRpY1173"	"EGFR"	"Y1173"	"a"
"912"	"EGFR_pY1173.R.C_GBL9026212"	"MDACC"	"EGFRpY1173"	"EGFR"	"Y1173|Y1172"	"a"
"913"	"EGFR_pY1173.R.V_GBL1033695"	"MDACC"	"EGFRpY1173"	"EGFR"	"Y1173"	"a"
"914"	"EGFR_pY1173.R.V_GBL1113185"	"MDACC"	"EGFRpY1173"	"EGFR"	"Y1173"	"a"
"915"	"EGFR_pY1173.R.V_GBL1114874"	"MDACC"	"EGFRpY1173"	"EGFR"	"Y1173"	"a"
"916"	"EGFR_pY1173(C)_GBL9007923"	"MDACC"	"EGFRpY1173"	"EGFR"	"Y1173"	"a"
"917"	"EGFR_PY992"	"MDACC"	"EGFRpY992"	"EGFR"	"Y992"	"a"
"918"	"EGFR_pY992"	"MDACC"	"EGFRpY992"	"EGFR"	"Y992"	"a"
"919"	"EGFR_pY992_RS00273506 (weak to ok)"	"MDACC"	"EGFRpY992"	"EGFR"	"Y992"	"a"
"920"	"EGFR_pY992_RS00276023"	"MDACC"	"EGFRpY992"	"EGFR"	"Y992"	"a"
"921"	"EGFR_pY992_V"	"MDACC"	"EGFRpY992"	"EGFR"	"Y992"	"a"
"922"	"EGFR_pY992.R.V_GBL9026213"	"MDACC"	"EGFRpY992"	"EGFR"	"Y992|Y998"	"a"
"923"	"EGFR_RS00273504"	"MDACC"	"EGFR"	"EGFR"	NA	"c"
"924"	"EGFR_RS00275853 (better)"	"MDACC"	"EGFR"	"EGFR"	NA	"c"
"925"	"EGFR_RS00276022"	"MDACC"	"EGFR"	"EGFR"	NA	"c"
"926"	"EGFR_V"	"MDACC"	"EGFR"	"EGFR"	NA	"c"
"927"	"EGFR.CST2232..R.C_GBL9026334"	"MDACC"	"EGFRCST2232"	"EGFR"	NA	"c"
"928"	"EGFR.R.C_GBL.9013844"	"MDACC"	"EGFR"	"EGFR"	NA	"c"
"929"	"EGFR.R.C_GBL9026210"	"MDACC"	"EGFR"	"EGFR"	NA	"c"
"930"	"EGFR.R.V_GBL1033837"	"MDACC"	"EGFR"	"EGFR"	NA	"c"
"931"	"EGFR.R.V_GBL1113288"	"MDACC"	"EGFR"	"EGFR"	NA	"c"
"932"	"EGFR.R.V_GBL1114956"	"MDACC"	"EGFR"	"EGFR"	NA	"c"
"933"	"EGFR(V)_GBL9007922"	"MDACC"	"EGFR"	"EGFR"	NA	"c"
"934"	"eIF2 alpha (phospho.Ser51)"	"MSKCC"	"eIF2a_pS51"	"EIF2S1"	"S51"	"i"
"935"	"ELF2A_PS51"	"MDACC"	"eIF2ApS51"	"EIF2S1"	"S51"	"i"
"936"	"EIF2A_PS51"	"MDACC"	"eIF2ApS51"	"EIF2S1"	"S51"	"i"
"937"	"eIF2A_pS51"	"MDACC"	"eIF2ApS51"	"EIF2S1"	"S51"	"i"
"938"	"eIF2A_pS51_GBL9008379"	"MDACC"	"eIF2ApS51"	"EIF2S1"	"S51"	"i"
"939"	"EIF4E"	"MDACC"	"eIF4E"	"EIF4E"	NA	"c"
"940"	"eIF4E"	"MDACC"	"eIF4E"	"EIF4E"	NA	"c"
"941"	"eIF4E_V"	"MDACC"	"eIF4E"	"EIF4E"	NA	"c"
"942"	"eIF4E.R.V_GBL.9013848"	"MDACC"	"eIF4E"	"EIF4E"	NA	"c"
"943"	"eIF4E.R.V_GBL1033734"	"MDACC"	"eIF4E"	"EIF4E"	NA	"c"
"944"	"eIF4E.R.V_GBL1113225"	"MDACC"	"eIF4E"	"EIF4E"	NA	"c"
"945"	"eIF4E.R.V_GBL1114911"	"MDACC"	"eIF4E"	"EIF4E"	NA	"c"
"946"	"eIF4E.R.V_GBL9026214"	"MDACC"	"eIF4E"	"EIF4E"	NA	"c"
"947"	"eIF4E(V)_GBL9007926"	"MDACC"	"eIF4E"	"EIF4E"	NA	"c"
"948"	"eIF4G"	"MDACC"	"eIF4G"	"EIF4G1"	NA	"c"
"949"	"eIF4G.R.C_GBL1033840"	"MDACC"	"eIF4G"	"EIF4G1"	NA	"c"
"950"	"eIF4G.R.C_GBL1113291"	"MDACC"	"eIF4G"	"EIF4G1"	NA	"c"
"951"	"eIF4G.R.C_GBL1114957"	"MDACC"	"eIF4G"	"EIF4G1"	NA	"c"
"952"	"ELF4E"	"MDACC"	"elF4E"	"ELF4E"	NA	"c"
"953"	"elF4E"	"MDACC"	"elF4E"	"ELF4E"	NA	"c"
"954"	"elF4E_RS00269169"	"MDACC"	"elF4E"	"ELF4E"	NA	"c"
"955"	"elF4E_RS00275829"	"MDACC"	"elF4E"	"ELF4E"	NA	"c"
"956"	"eIF4E_pS209"	"MDACC"	"elF4E"	"ELF4E"	"S209"	"a"
"957"	"ELK1_PS383"	"MDACC"	"ELK1pS38"	"ELK1"	"S38"	"a"
"958"	"ELK1pS38"	"MDACC"	"ELK1pS38"	"ELK1"	"S38"	"a"
"959"	"ELK1_pS38(C)_GBL9007927"	"MDACC"	"ELK1pS38"	"ELK1"	"S38"	"a"
"960"	"Elk1_pS383"	"MDACC"	"ELK1pS38"	"ELK1"	"S38"	"a"
"961"	"ELK1_pS383_C"	"MDACC"	"ELK1pS38"	"ELK1"	"S38"	"a"
"962"	"Elk1_pS383.wR.C_GBL1115234"	"MDACC"	"Elk1pS383"	"ELK1"	"S383"	"a"
"963"	"EMA"	"MDACC"	"EMA"	"MUC1"	NA	"c"
"964"	"ENY2"	"MDACC"	"ENY2"	"ENY2"	NA	"c"
"965"	"ER_pS118"	"MDACC"	"ERpS118"	"ESR1"	"S118"	"a"
"966"	"ER_pS118_RS00275852"	"MDACC"	"ERpS118"	"ESR1"	"S118"	"a"
"967"	"ERALPHA_PS118"	"MDACC"	"ERalphapS118"	"ESR1"	"S118"	"a"
"968"	"ER.alpha_pS118.R.V_GBL.9013850"	"MDACC"	"ERalphapS118"	"ESR1"	"S118"	"a"
"969"	"ER.alpha_pS118.R.V_GBL1033794"	"MDACC"	"ERalphapS118"	"ESR1"	"S118"	"a"
"970"	"ER.alpha_pS118.R.V_GBL1113187"	"MDACC"	"ERalphapS118"	"ESR1"	"S118"	"a"
"971"	"ER.alpha_pS118.R.V_GBL9026217"	"MDACC"	"ERapS118"	"ESR1"	"S118"	"a"
"972"	"ERALPHA"	"MDACC"	"ERalpha"	"ESR1"	NA	"c"
"973"	"ER.alpha"	"MDACC"	"ERalpha"	"ESR1"	NA	"c"
"974"	"ER.alpha.R.V_GBL.9013849"	"MDACC"	"ERalpha"	"ESR1"	NA	"c"
"975"	"ER.alpha.R.V_GBL1033879"	"MDACC"	"ERalpha"	"ESR1"	NA	"c"
"976"	"ER.alpha.R.V_GBL1113339"	"MDACC"	"ERalpha"	"ESR1"	NA	"c"
"977"	"ER.alpha.R.V_GBL9026215"	"MDACC"	"ERa"	"ESR1"	NA	"c"
"978"	"ER.R.V_GBL1115017"	"MDACC"	"ER"	"ESR1"	NA	"c"
"979"	"ER"	"MDACC"	"ER"	"ESR1"	NA	"c"
"980"	"ER(SP1)_GBL9008352"	"MDACC"	"ER"	"ESR1"	NA	"c"
"981"	"ER.alpha_pS118"	"MDACC"	"ERapS118"	"ESR1"	"S118"	"a"
"982"	"ER.a_pS118"	"MDACC"	"ERapS118"	"ESR1"	"S118"	"a"
"983"	"ERa_pS118"	"MDACC"	"ERapS118"	"ESR1"	"S118"	"a"
"984"	"ERa_pS118_RS00273723"	"MDACC"	"ERapS118"	"ESR1"	"S118"	"a"
"985"	"ERa_pS118(V)_GBL9008314"	"MDACC"	"ERapS118"	"ESR1"	"S118"	"a"
"986"	"ERALPHA_PS167"	"MDACC"	"ERapS167"	"ESR1"	"S167"	"a"
"987"	"ERa_pS167"	"MDACC"	"ERapS167"	"ESR1"	"S167"	"a"
"988"	"ERa_pS167_GBL9007929"	"MDACC"	"ERapS167"	"ESR1"	"S167"	"a"
"989"	"ERa_SP1"	"MDACC"	"ER"	"ESR1"	NA	"c"
"990"	"ERCC1.M.C_GBL.9012886"	"MDACC"	"ERCC1"	"ERCC1"	NA	"c"
"991"	"ERCC1"	"MDACC"	"ERCC1"	"ERCC1"	NA	"c"
"992"	"ERCC1.M.C_GBL9026309"	"MDACC"	"ERCC1"	"ERCC1"	NA	"c"
"993"	"ERCC1.M.V_GBL1033939"	"MDACC"	"ERCC1"	"ERCC1"	NA	"c"
"994"	"ERCC1.M.V_GBL1113403"	"MDACC"	"ERCC1"	"ERCC1"	NA	"c"
"995"	"ERCC1.M.V_GBL1115089"	"MDACC"	"ERCC1"	"ERCC1"	NA	"c"
"996"	"ERCC2"	"MDACC"	"ERCC2"	"ERCC2"	NA	"c"
"997"	"ERCC5"	"MDACC"	"ERCC5"	"ERCC5"	NA	"c"
"998"	"ERCC5.R.C_GBL1115000"	"MDACC"	"ERCC5"	"ERCC5"	NA	"c"
"999"	"ERG_1_2_3"	"MDACC"	"Erg123"	"ERG1"	NA	"c"
"1000"	"Erg123"	"MDACC"	"Erg123"	"ERG1"	NA	"c"
"1001"	"Erg.1_2_3_GBL9008544"	"MDACC"	"Erg123"	"ERG1"	NA	"c"
"1002"	"Erg.1_2_3_GBL9008544"	"MDACC"	"Erg123"	"ERG2"	NA	"c"
"1003"	"Erg.1_2_3_GBL9008544"	"MDACC"	"Erg123"	"ERG3"	NA	"c"
"1004"	"ERK2"	"MDACC"	"ERK2"	"MAPK1"	NA	"c"
"1005"	"ERK2_RS00269179"	"MDACC"	"ERK2"	"MAPK1"	NA	"c"
"1006"	"ERK2_RS00276601 (with 1 line)"	"MDACC"	"ERK2"	"MAPK1"	NA	"c"
"1007"	"Ets.1"	"MDACC"	"Ets1"	"ETS1"	NA	"c"
"1008"	"Ets.1.R.V_GBL1033886"	"MDACC"	"Ets1"	"ETS1"	NA	"c"
"1009"	"Ets.1.R.V_GBL1113346"	"MDACC"	"Ets1"	"ETS1"	NA	"c"
"1010"	"Ets.1.R.V_GBL1115218"	"MDACC"	"Ets1"	"ETS1"	NA	"c"
"1011"	"ETV6"	"MDACC"	"ETV6"	"ETV6"	NA	"c"
"1012"	"ETV6_RS00267482 (V WEAK)"	"MDACC"	"ETV6"	"ETV6"	NA	"c"
"1013"	"ETV6_RS00276597 (1_500)"	"MDACC"	"ETV6"	"ETV6"	NA	"c"
"1014"	"FAK"	"MDACC"	"FAK"	"PTK2"	NA	"c"
"1015"	"FAK_C"	"MDACC"	"FAK"	"PTK2"	NA	"c"
"1016"	"FAK_PY397"	"MDACC"	"FAKpY397"	"PTK2"	"Y397"	"a"
"1017"	"FAK_pY397"	"MDACC"	"FAKpY397"	"PTK2"	"Y397"	"a"
"1018"	"FAK_pY397.R.V_GBL1033863"	"MDACC"	"FAKpY397"	"PTK2"	"Y397"	"a"
"1019"	"FAK_pY397.R.V_GBL1113324"	"MDACC"	"FAKpY397"	"PTK2"	"Y397"	"a"
"1020"	"FAK_pY397.wR.V_GBL1115130"	"MDACC"	"FAKpY397"	"PTK2"	"Y397"	"a"
"1021"	"FAK_pY397(mouse)_GBL9008388"	"MDACC"	"FAKpY397"	"PTK2"	"Y397"	"a"
"1022"	"FAK_PY925"	"MDACC"	"FAKpY925"	"PTK2"	"Y925"	"a"
"1023"	"FAKpY925"	"MDACC"	"FAKpY925"	"PTK2"	"Y925"	"a"
"1024"	"FAK_pY925_GBL9008356"	"MDACC"	"FAKpY925"	"PTK2"	"Y925"	"a"
"1025"	"FAK_RS00273570"	"MDACC"	"FAK"	"PTK2"	NA	"c"
"1026"	"FAK_RS00275864"	"MDACC"	"FAK"	"PTK2"	NA	"c"
"1027"	"FAK.R.C_GBL.9013851"	"MDACC"	"FAK"	"PTK2"	NA	"c"
"1028"	"FAK.R.C_GBL1114935"	"MDACC"	"FAK"	"PTK2"	NA	"c"
"1029"	"FAK.R.C_GBL9026218"	"MDACC"	"FAK"	"PTK2"	NA	"c"
"1030"	"FAK.R.E_GBL1033864"	"MDACC"	"FAK"	"PTK2"	NA	"c"
"1031"	"FAK.R.E_GBL1113325"	"MDACC"	"FAK"	"PTK2"	NA	"c"
"1032"	"FASN"	"MDACC"	"FASN"	"FASN"	NA	"c"
"1033"	"FASN.R.V_GBL1033852"	"MDACC"	"FASN"	"FASN"	NA	"c"
"1034"	"FASN.R.V_GBL1113313"	"MDACC"	"FASN"	"FASN"	NA	"c"
"1035"	"FASN.R.V_GBL1114968"	"MDACC"	"FASN"	"FASN"	NA	"c"
"1036"	"FASN(mouse)_GBL9008540"	"MDACC"	"FASN"	"FASN"	NA	"c"
"1037"	"FANCD2"	"MDACC"	"FANCD2"	"FANCD2"	NA	"c"
"1038"	"FIBRONECTIN"	"MDACC"	"Fibronectin"	"FN1"	NA	"c"
"1039"	"Fibronectin"	"MDACC"	"Fibronectin"	"FN1"	NA	"c"
"1040"	"Fibronectin_C"	"MDACC"	"Fibronectin"	"FN1"	NA	"c"
"1041"	"Fibronectin_RS00267483"	"MDACC"	"Fibronectin"	"FN1"	NA	"c"
"1042"	"Fibronectin.R.C_GBL.9013852"	"MDACC"	"Fibronectin"	"FN1"	NA	"c"
"1043"	"Fibronectin.R.C_GBL9026216"	"MDACC"	"Fibronectin"	"FN1"	NA	"c"
"1044"	"Fibronectin.R.V_GBL1033958"	"MDACC"	"Fibronectin"	"FN1"	NA	"c"
"1045"	"Fibronectin.R.V_GBL1113188"	"MDACC"	"Fibronectin"	"FN1"	NA	"c"
"1046"	"Fibronectin.R.V_GBL1115185"	"MDACC"	"Fibronectin"	"FN1"	NA	"c"
"1047"	"Fibronectin(C)_GBL9008346"	"MDACC"	"Fibronectin"	"FN1"	NA	"c"
"1048"	"FKHRL_FOXO3"	"MDACC"	"FKHRL"	"FOXO1"	NA	"c"
"1049"	"FKHRL.FOXO3."	"MDACC"	"FKHRL"	"FOXO1"	NA	"c"
"1050"	"FKHRL(FOXO3)_RS00275791"	"MDACC"	"FKHRL"	"FOXO1"	NA	"c"
"1051"	"FORTILIN"	"MDACC"	"Fortilin"	"TPT1"	NA	"c"
"1052"	"Fortilin"	"MDACC"	"Fortilin"	"TPT1"	NA	"c"
"1053"	"Fortilin(V)_GBL9008377"	"MDACC"	"Fortilin"	"TPT1"	NA	"c"
"1054"	"FoxM1"	"MDACC"	"FoxM1"	"FOXM1"	NA	"c"
"1055"	"FoxM1.R.V_GBL1033839"	"MDACC"	"FoxM1"	"FOXM1"	NA	"c"
"1056"	"FoxM1.R.V_GBL1113290"	"MDACC"	"FoxM1"	"FOXM1"	NA	"c"
"1057"	"FoxM1.wR.V_GBL1115127"	"MDACC"	"FoxM1"	"FOXM1"	NA	"c"
"1058"	"FOXO3"	"MDACC"	"FOXO3"	"FOXO3"	NA	"c"
"1059"	"FOXO3_RS00267496"	"MDACC"	"FOXO3"	"FOXO3"	NA	"c"
"1060"	"FOXO3_RS00273767"	"MDACC"	"FOXO3"	"FOXO3"	NA	"c"
"1061"	"FOXO3.a_pS318"	"MDACC"	"FOXO3apS318"	"FOXO3"	"S318"	"a"
"1062"	"FOXO3.a_pS318_RS00275865"	"MDACC"	"FOXO3apS318"	"FOXO3"	"S318"	"a"
"1063"	"FOXO3A"	"MDACC"	"FOXO3a"	"FOXO3"	NA	"c"
"1064"	"FOXO3a_C"	"MDACC"	"FOXO3a"	"FOXO3"	NA	"c"
"1065"	"FOXO3A_PS318"	"MDACC"	"FOXO3apS318"	"FOXO3"	"S318"	"a"
"1066"	"FOXO3a_pS318"	"MDACC"	"FOXO3apS318"	"FOXO3"	"S318"	"a"
"1067"	"FOXO3a_pS318_C"	"MDACC"	"FOXO3apS318"	"FOXO3"	"S318"	"a"
"1068"	"FOXO3a_pS318_RS00273493"	"MDACC"	"FOXO3apS318"	"FOXO3"	"S318"	"a"
"1069"	"FOXO3A_PS318_S321"	"MDACC"	"FOXO3ApS318S321"	"FOXO3"	"S318|S321"	"a"
"1070"	"FOXO3a_pS318_S321"	"MDACC"	"FOXO3ApS318S321"	"FOXO3"	"S318|S321"	"a"
"1071"	"FOXO3A_pS318_S321.R.C_GBL.9013854"	"MDACC"	"FOXO3ApS318S321"	"FOXO3"	"S318|S321"	"a"
"1072"	"FoxO3a_pS318_S321.R.C_GBL1033796"	"MDACC"	"FoxO3apS318S321"	"FOXO3"	"S318|S321"	"a"
"1073"	"FoxO3a_pS318_S321.R.C_GBL1113189"	"MDACC"	"FoxO3apS318S321"	"FOXO3"	"S318|S321"	"a"
"1074"	"FOXO3a_pS318_S321.R.C_GBL9026220"	"MDACC"	"FOXO3apS318"	"FOXO3"	"S318|S321"	"a"
"1075"	"FoxO3a_pS318_S321.wR.C_GBL1115103"	"MDACC"	"FoxO3apS318S321"	"FOXO3"	"S318|S321"	"a"
"1076"	"FOXO3a_pS318(C)_GBL9007915"	"MDACC"	"FOXO3apS318"	"FOXO3"	"S318"	"a"
"1077"	"FoxO3a"	"MDACC"	"FOXO3a"	"FOXO3"	NA	"c"
"1078"	"FOXO3a"	"MDACC"	"FOXO3a"	"FOXO3"	NA	"c"
"1079"	"FOXO3a.R.C_GBL.9013853"	"MDACC"	"FOXO3a"	"FOXO3"	NA	"c"
"1080"	"FoxO3a.R.C_GBL1033838"	"MDACC"	"FoxO3a"	"FOXO3"	NA	"c"
"1081"	"FoxO3a.R.C_GBL1113409"	"MDACC"	"FoxO3a"	"FOXO3"	NA	"c"
"1082"	"FOXO3a.R.C_GBL9026219"	"MDACC"	"FOXO3a"	"FOXO3"	NA	"c"
"1083"	"FoxO3a.wR.C_GBL1115179"	"MDACC"	"FoxO3a"	"FOXO3"	NA	"c"
"1084"	"FOXO3a(C)_GBL9007934"	"MDACC"	"FOXO3a"	"FOXO3"	NA	"c"
"1085"	"FOXO3a(C)_GBL9008372"	"MDACC"	"FOXO3a"	"FOXO3"	NA	"c"
"1086"	"FRA.1.R.C_GBL1115026"	"MDACC"	"FRA1"	"FOSL1"	NA	"c"
"1087"	"G6PD"	"MDACC"	"G6PD"	"G6PD"	NA	"c"
"1088"	"G6PD.M.V_GBL1033940"	"MDACC"	"G6PD"	"G6PD"	NA	"c"
"1089"	"G6PD.M.V_GBL1113395"	"MDACC"	"G6PD"	"G6PD"	NA	"c"
"1090"	"G6PD.M.V_GBL1115081"	"MDACC"	"G6PD"	"G6PD"	NA	"c"
"1091"	"Gab2"	"MDACC"	"Gab2"	"GAB2"	NA	"c"
"1092"	"Gab2_GBL9008380"	"MDACC"	"Gab2"	"GAB2"	NA	"c"
"1093"	"GAB2_PY452"	"MDACC"	"Gab2pY452"	"GAB2"	"Y452"	"a"
"1094"	"Gab2_pY452"	"MDACC"	"Gab2pY452"	"GAB2"	"Y452"	"a"
"1095"	"Gab2_pY452_GBL9008391"	"MDACC"	"Gab2pY452"	"GAB2"	"Y452"	"a"
"1096"	"GAB2"	"MDACC"	"GAB2"	"GAB2"	NA	"c"
"1097"	"GAB2.R.V_GBL.9013855"	"MDACC"	"GAB2"	"GAB2"	NA	"c"
"1098"	"Gab2.R.V_GBL1033786"	"MDACC"	"Gab2"	"GAB2"	NA	"c"
"1099"	"Gab2.R.V_GBL1113263"	"MDACC"	"Gab2"	"GAB2"	NA	"c"
"1100"	"Gab2.R.V_GBL1114933"	"MDACC"	"Gab2"	"GAB2"	NA	"c"
"1101"	"GAPDH"	"MSKCC"	"GAPDH"	"GAPDH"	NA	"c"
"1102"	"GAPDH.M.C_GBL1033890"	"MDACC"	"GAPDH"	"GAPDH"	NA	"c"
"1103"	"GAPDH.M.C_GBL1113350"	"MDACC"	"GAPDH"	"GAPDH"	NA	"c"
"1104"	"GAPDH.M.C_GBL1115032"	"MDACC"	"GAPDH"	"GAPDH"	NA	"c"
