AntibodyLabel	Source	NodeName	Gene_Symbol	Sites	Effect	FunctionalScore
PRAS40_pT246-R-V_GBL1113228	MDACC	PRAS40pT246	PRAS40	T246		
PRAS40_pT246-R-V_GBL1114914	MDACC	PRAS40pT246	PRAS40	T246		
PRAS40_pT246.R.V_GBL.9013900	MDACC	PRAS40pT246	PRAS40	T246		
PRAS40-M-C_GBL1115042	MDACC	PRAS40	PRAS40	NA		
PREX1-R-V_GBL1033857	MDACC	PREX1	PREX1	NA		
PREX1-R-V_GBL1113318	MDACC	PREX1	PREX1	NA		
PREX1-R-V_GBL1114977	MDACC	PREX1	PREX1	NA		
PRKAG2_GBL9008545.txt	MDACC	PRKAG2	PRKAG2	NA		
PTCH_RS00267481.txt	MDACC	PTCH	PTCH	NA		
PTCH_RS00275810  (1_1500).txt	MDACC	PTCH	PTCH	NA		
PTCH_RS00276596 (1_500).txt	MDACC	PTCH	PTCH	NA		
PTCH.R.C_GBL.9013901	MDACC	PTCH	PTCH	NA		
PTEN_RS00269160.txt	MDACC	PTEN	PTEN	NA		
PTEN_RS00275821.txt	MDACC	PTEN	PTEN	NA		
PTEN-R-V_GBL1033722	MDACC	PTEN	PTEN	NA		
PTEN-R-V_GBL1113213	MDACC	PTEN	PTEN	NA		
PTEN-R-V_GBL1114901	MDACC	PTEN	PTEN	NA		
PTEN.R.V_GBL.9013902	MDACC	PTEN	PTEN	NA		
PTEN(138G50)_GBL9008556.txt	MDACC	PTEN	PTEN	NA		
PTEN(V)_GBL9008555.txt	MDACC	PTEN	PTEN	NA		
Puma-wR-C_GBL1115237	MDACC	Puma	PUMA	NA		
PYGM-M-C_GBL1115056	MDACC	PYGM	PYGM	NA		
Rab 25_RS00267484.txt	MDACC	Rab 25	RAB 25	NA		
Rab11-R-E_GBL1033832	MDACC	Rab11	RAB11	NA		
Rab11-R-E_GBL1113283	MDACC	Rab11	RAB11	NA		
Rab11-wR-E_GBL1115124	MDACC	Rab11	RAB11	NA		
Rab25 (449)_RS00275802.txt	MDACC	Rab25 	RAB25 	NA		
Rab25-R-V_GBL1033850	MDACC	Rab25	RAB25	NA		
Rab25-R-V_GBL1113311	MDACC	Rab25	RAB25	NA		
Rab25-wR-V_GBL1115180	MDACC	Rab25	RAB25	NA		
Rab25.R.C_GBL.9012873	MDACC	Rab25	RAB25	NA		
Rab25.R.C_GBL.9014283	MDACC	Rab25	RAB25	NA		
Rab25(C)_GBL9007942.txt	MDACC	Rab25	RAB25	NA		
Rad50-M-V_GBL1033904	MDACC	Rad50	RAD50	NA		
Rad50-M-V_GBL1113368	MDACC	Rad50	RAD50	NA		
Rad50-M-V_GBL1115170	MDACC	Rad50	RAD50	NA		
Rad50.M.C_GBL.9012896	MDACC	Rad50	RAD50	NA		
RAD51_RS00276381 (mouse).txt	MDACC	RAD51	RAD51	NA		
Rad51-R-V_GBL1033870	MDACC	Rad51	RAD51	NA		
Rad51-R-V_GBL1113410	MDACC	Rad51	RAD51	NA		
Rad51-wR-V_GBL1115132	MDACC	Rad51	RAD51	NA		
Rad51.M.C_GBL.9012897	MDACC	Rad51	RAD51	NA		
RAD51(mouse)_GBL9008512.txt	MDACC	RAD51	RAD51	NA		
Raptor-R-V_GBL1033843	MDACC	Raptor	RAPTOR	NA		
Raptor-R-V_GBL1113304	MDACC	Raptor	RAPTOR	NA		
Raptor-R-V_GBL1114960	MDACC	Raptor	RAPTOR	NA		
Rb_pS807_RS00273590.txt	MDACC	RbpS807	RB	S807		
Rb_pS807_RS00273608.txt	MDACC	RbpS807	RB	S807		
Rb_pS807_RS00275587.txt	MDACC	RbpS807	RB	S807		
Rb_pS807_S811-R-V_GBL1033721	MDACC	RbpS807S811	RB	S807|S811		
Rb_pS807_S811-R-V_GBL1113212	MDACC	RbpS807S811	RB	S807|S811		
Rb_pS807_S811-R-V_GBL1114900	MDACC	RbpS807S811	RB	S807|S811		
Rb_pS807_S811.R.V_GBL.9013910	MDACC	RbpS807S811	RB	S807|S811		
Rb_pS807(V)_GBL9008337.txt	MDACC	RbpS807	RB	S807		
Rb_RS00273420 (MOUSE).txt	MDACC	Rb	RB	NA		
Rb_RS00276608 (mouse).txt	MDACC	Rb	RB	NA		
Rb-M-Q_GBL1115037	MDACC	Rb	RB	NA		
Rb-M-QC_GBL1033895	MDACC	Rb	RB	NA		
Rb-M-QC_GBL1113355	MDACC	Rb	RB	NA		
Rb.M.V_GBL.9012909	MDACC	Rb	RB	NA		
Rb(mouse)(V)_GBL9007877.txt	MDACC	Rb	RB	NA		
RBM15-R-V_GBL1033847	MDACC	RBM15	RBM15	NA		
RBM15-R-V_GBL1113366	MDACC	RBM15	RBM15	NA		
RBM15-R-V_GBL1114964	MDACC	RBM15	RBM15	NA		
Rheb-M-C_GBL1115043	MDACC	Rheb	RHEB	NA		
Rictor_pT1135-R-V_GBL1033845	MDACC	RictorpT1135	RICTOR	T1135		
Rictor_pT1135-R-V_GBL1113306	MDACC	RictorpT1135	RICTOR	T1135		
Rictor_pT1135-R-V_GBL1114962	MDACC	RictorpT1135	RICTOR	T1135		
Rictor-R-C_GBL1033844	MDACC	Rictor	RICTOR	NA		
Rictor-R-C_GBL1113305	MDACC	Rictor	RICTOR	NA		
Rictor-R-C_GBL1114961	MDACC	Rictor	RICTOR	NA		
Rock-1-R-C_GBL1115029	MDACC	Rock1	ROCK1	NA		
RPA32-Rat-C_GBL1115141	MDACC	RPA32RatC	RPA32RATC	NA		
RSK-R-C_GBL1033739	MDACC	RSK	RSK	NA		
RSK-R-C_GBL1113230	MDACC	RSK	RSK	NA		
RSK-R-C_GBL1114917	MDACC	RSK	RSK	NA		
S6_GBL9008330.txt	MDACC	S6	S6	NA		
S6_pS235_RS00269157.txt	MDACC	S6pS235	S6	S235		
S6_pS235_RS00275818.txt	MDACC	S6pS235	S6	S235		
S6_pS235_S236-R-V_GBL1033723	MDACC	S6pS235S236	S6	S235|S236		
S6_pS235_S236-R-V_GBL1113214	MDACC	S6pS235S236	S6	S235|S236		
S6_pS235_S236-R-V_GBL1114902	MDACC	S6pS235S236	S6	S235|S236		
S6_pS235_S236.R.V_GBL.9013911	MDACC	S6pS235S236	S6	S235|S236		
S6_pS235(V)_GBL9008331.txt	MDACC	S6pS235	S6	S235		
S6_pS240_RS00269158.txt	MDACC	S6pS240	S6	S240		
S6_pS240_RS00275819.txt	MDACC	S6pS240	S6	S240		
S6_pS240_S244-R-V_GBL1033724	MDACC	S6pS240S244	S6	S240|S244		
S6_pS240_S244-R-V_GBL1113215	MDACC	S6pS240S244	S6	S240|S244		
S6_pS240_S244-R-V_GBL1114903	MDACC	S6pS240S244	S6	S240|S244		
S6_pS240_S244.R.V_GBL.9013912	MDACC	S6pS240S244	S6	S240|S244		
S6_pS240(V)_GBL9008558.txt	MDACC	S6pS240	S6	S240		
S6_RS00269159.txt	MDACC	S6	S6	NA		
S6_RS00275804.txt	MDACC	S6	S6	NA		
SCD-M-V_GBL1033945	MDACC	SCD	SCD	NA		
SCD-M-V_GBL1113392	MDACC	SCD	SCD	NA		
SCD-wM-V_GBL1115079	MDACC	SCD	SCD	NA		
SDHA-R-V_GBL1114998	MDACC	SDHA	SDHA	NA		
SETD2-R-QC_GBL1033820	MDACC	SETD2	SETD2	NA		
SETD2-R-QC_GBL1113271	MDACC	SETD2	SETD2	NA		
SETD2-wR-Q_GBL1115120	MDACC	SETD2	SETD2	NA		
SF2-M-V_GBL1033906	MDACC	SF2	SF2	NA		
SF2-M-V_GBL1113370	MDACC	SF2	SF2	NA		
SF2-M-V_GBL1115049	MDACC	SF2	SF2	NA		
SGK_pS78_RS00267495.txt	MDACC	SGKpS78	SGK	S78		
SGK_RS00267494.txt	MDACC	SGK	SGK	NA		
SGK_RS00273766.txt	MDACC	SGK	SGK	NA		
SHC_pY317_GBL9008349.txt	MDACC	SHCpY317	SHC	Y317		
Shc_pY317-R-V_GBL1033791	MDACC	ShcpY317	SHC	Y317		
Shc_pY317-R-V_GBL1113268	MDACC	ShcpY317	SHC	Y317		
Shc_pY317-wR-V_GBL1115119	MDACC	ShcpY317	SHC	Y317		
SHP-2_pY542-R-C_GBL1114974	MDACC	SHP2pY542	SHP2	Y542		
SMAC_DIABO(mouse)_GBL9008360.txt	MDACC	SMACDIABO	SMACDIABO	NA		
Smac-M-Q_GBL1115038	MDACC	Smac	SMAC	NA		
Smac-M-QC_GBL1033896	MDACC	Smac	SMAC	NA		
Smac-M-QC_GBL1113356	MDACC	Smac	SMAC	NA		
Smac.M.V_GBL.9012910	MDACC	Smac	SMAC	NA		
SMAD1_GBL9008322.txt	MDACC	SMAD1	SMAD1	NA		
Smad1-R-V_GBL1033782	MDACC	Smad1	SMAD1	NA		
Smad1-R-V_GBL1113259	MDACC	Smad1	SMAD1	NA		
Smad1-R-V_GBL1114929	MDACC	Smad1	SMAD1	NA		
SMAD3_GBL9008320.txt	MDACC	SMAD3	SMAD3	NA		
SMAD3_pS423_GBL9008321.txt	MDACC	SMAD3pS423	SMAD3	S423		
SMAD3_pS423_RS00273412.txt	MDACC	SMAD3pS423	SMAD3	S423		
SMAD3_pS423_RS00275691.txt	MDACC	SMAD3pS423	SMAD3	S423		
SMAD3_RS00273411.txt	MDACC	SMAD3	SMAD3	NA		
SMAD3_RS00275870.txt	MDACC	SMAD3	SMAD3	NA		
Smad3-R-V_GBL1033743	MDACC	Smad3	SMAD3	NA		
Smad3-R-V_GBL1113234	MDACC	Smad3	SMAD3	NA		
Smad3-R-V_GBL1114920	MDACC	Smad3	SMAD3	NA		
Smad3.R.V_GBL.9013914	MDACC	Smad3	SMAD3	NA		
Smad4-M-V_GBL1033947	MDACC	Smad4	SMAD4	NA		
Smad4-M-V_GBL1113388	MDACC	Smad4	SMAD4	NA		
Smad4-M-V_GBL1115075	MDACC	Smad4	SMAD4	NA		
Smad4.M.V_GBL.9012911	MDACC	Smad4	SMAD4	NA		
SMAD4(mouse)_GBL9008361.txt	MDACC	SMAD4	SMAD4	NA		
SMAD6_GBL9008323.txt	MDACC	SMAD6	SMAD6	NA		
Snail-M-Q_GBL1115039	MDACC	Snail	SNAIL	NA		
Snail-M-QC_GBL1033897	MDACC	Snail	SNAIL	NA		
Snail-M-QC_GBL1113357	MDACC	Snail	SNAIL	NA		
Snail.M.C_GBL.9012912	MDACC	Snail	SNAIL	NA		
SOD2-R-V_GBL1114996	MDACC	SOD2	SOD2	NA		
SRC_GBL9008559.txt	MDACC	SRC	SRC	NA		
SRC_pY416_RS00273494.txt	MDACC	SRCpY416	SRC	Y416		
SRC_pY416_RS00275866.txt	MDACC	SRCpY416	SRC	Y416		
Src_pY416-R-C_GBL1033725	MDACC	SrcpY416	SRC	Y416		
Src_pY416-R-C_GBL1113216	MDACC	SrcpY416	SRC	Y416		
Src_pY416-wR-C_GBL1115109	MDACC	SrcpY416	SRC	Y416		
Src_pY416.R.C_GBL.9013915	MDACC	SrcpY416	SRC	Y416		
SRC_pY527_RS00273509.txt	MDACC	SRCpY527	SRC	Y527		
SRC_pY527_RS00276027.txt	MDACC	SRCpY527	SRC	Y527		
Src_pY527-R-V_GBL1033726	MDACC	SrcpY527	SRC	Y527		
Src_pY527-R-V_GBL1113217	MDACC	SrcpY527	SRC	Y527		
Src_pY527-R-V_GBL1114904	MDACC	SrcpY527	SRC	Y527		
Src_pY527.R.V_GBL.9013916	MDACC	SrcpY527	SRC	Y527		
SRC_pY527(V)_GBL9008359.txt	MDACC	SRCpY527	SRC	Y527		
SRC_RS00273421 (MOUSE).txt	MDACC	SRC	SRC	NA		
SRC_RS00273425.txt	MDACC	SRC	SRC	NA		
SRC_RS00275855 (better) .txt	MDACC	SRC	SRC	NA		
SRC_RS00276609 (mouse).txt	MDACC	SRC	SRC	NA		
Src-M-V_GBL1033898	MDACC	Src	SRC	NA		
Src-M-V_GBL1113358	MDACC	Src	SRC	NA		
Src-M-V_GBL1115040	MDACC	Src	SRC	NA		
Src.M.V_GBL.9012913	MDACC	Src	SRC	NA		
SRC(mouse)(V)_GBL9007878.txt	MDACC	SRC	SRC	NA		
STAT3_GBL9007984.txt	MDACC	STAT3	STAT3	NA		
STAT3_pS727_GBL9007982.txt	MDACC	STAT3pS727	STAT3	S727		
STAT3_pT727_RS00273711.txt	MDACC	STAT3pT727	STAT3	T727		
STAT3_pT727_RS00275582.txt	MDACC	STAT3pT727	STAT3	T727		
STAT3_pY705_RS00273429.txt	MDACC	STAT3pY705	STAT3	Y705		
STAT3_pY705_RS00273600.txt	MDACC	STAT3pY705	STAT3	Y705		
STAT3_pY705_RS00273762.txt	MDACC	STAT3pY705	STAT3	Y705		
STAT3_pY705_RS00275583.txt	MDACC	STAT3pY705	STAT3	Y705		
Stat3_pY705-R-V_GBL1033727	MDACC	Stat3pY705	STAT3	Y705		
Stat3_pY705-R-V_GBL1113218	MDACC	Stat3pY705	STAT3	Y705		
Stat3_pY705-wR-V_GBL1115110	MDACC	Stat3pY705	STAT3	Y705		
STAT3_pY705.R.V_GBL.9013917	MDACC	STAT3pY705	STAT3	Y705		
STAT3_pY705(V)_GBL9008396.txt	MDACC	STAT3pY705	STAT3	Y705		
STAT3_RS00273713.txt	MDACC	STAT3	STAT3	NA		
STAT3_RS00275584.txt	MDACC	STAT3	STAT3	NA		
Stat3-R-C_GBL1114975	MDACC	Stat3	STAT3	NA		
STAT5_pY694_GBL9008365.txt	MDACC	STAT5pY694	STAT5	Y694		
STAT5_pY694_RS00273574.txt	MDACC	STAT5pY694	STAT5	Y694		
STAT5_pY694_RS00275857.txt	MDACC	STAT5pY694	STAT5	Y694		
STAT5_RS00275856.txt	MDACC	STAT5	STAT5	NA		
STAT5.ALPHA.R.V_GBL.9013918	MDACC	STAT5ALPHA	STAT5ALPHA	NA		
STAT5(V)_GBL9007985.txt	MDACC	STAT5	STAT5	NA		
Stat5a-R-V_GBL1033728	MDACC	Stat5a	STAT5A	NA		
Stat5a-R-V_GBL1113219	MDACC	Stat5a	STAT5A	NA		
Stat5a-R-V_GBL1114905	MDACC	Stat5a	STAT5A	NA		
STAT6_pY641_GBL9007987.txt	MDACC	STAT6pY641	STAT6	Y641		
STAT6_pY641_RS00267487.txt	MDACC	STAT6pY641	STAT6	Y641		
STAT6_pY641_RS00275710.txt	MDACC	STAT6pY641	STAT6	Y641		
Stathmin_RS00273604.txt	MDACC	Stathmin	STATHMIN	NA		
Stathmin_RS00275695.txt	MDACC	Stathmin	STATHMIN	NA		
Stathmin-1-R-V_GBL1033733	MDACC	Stathmin1	STATHMIN1	NA		
Stathmin-1-R-V_GBL1113224	MDACC	Stathmin1	STATHMIN1	NA		
Stathmin-1-R-V_GBL1114910	MDACC	Stathmin1	STATHMIN1	NA		
Stathmin.R.V_GBL.9012905	MDACC	Stathmin	STATHMIN	NA		
Stathmin.R.V_GBL.9013919	MDACC	Stathmin	STATHMIN	NA		
Stathmin(V)_GBL9007988.txt	MDACC	Stathmin	STATHMIN	NA		
Syk-M-V_GBL1033948	MDACC	Syk	SYK	NA		
Syk-M-V_GBL1113389	MDACC	Syk	SYK	NA		
Syk-M-V_GBL1115076	MDACC	Syk	SYK	NA		
Syk.M.V_GBL.9012914	MDACC	Syk	SYK	NA		
SYK(mouse)(V)_GBL9007884.txt	MDACC	SYK	SYK	NA		
TAU_RS00273749 (MOUSE).txt	MDACC	TAU	TAU	NA		
TAU_RS00273757 (mouse).txt	MDACC	TAU	TAU	NA		
TAU_RS00276375 (mouse).txt	MDACC	TAU	TAU	NA		
TAU_RS00276386 (mouse) (1_250) (w to OK).txt	MDACC	TAU	TAU	NA		
Tau-M-C_GBL1115168	MDACC	Tau	TAU	NA		
Tau.M.C_GBL.9012915	MDACC	Tau	TAU	NA		
TAZ_pS89_GBL9008521.txt	MDACC	TAZpS89	TAZ	S89		
TAZ_pS89_GBL9008546.txt	MDACC	TAZpS89	TAZ	S89		
TAZ_pS89.R.C_GBL.9012856	MDACC	TAZpS89	TAZ	S89		
TAZ_RS00273603.txt	MDACC	TAZ	TAZ	NA		
TAZ_RS00276593.txt	MDACC	TAZ	TAZ	NA		
TAZ-R-V_GBL1033741	MDACC	TAZ	TAZ	NA		
TAZ-R-V_GBL1113232	MDACC	TAZ	TAZ	NA		
TAZ-R-V_GBL1114918	MDACC	TAZ	TAZ	NA		
TAZ(V)_GBL9008367.txt	MDACC	TAZ	TAZ	NA		
TCF4_GBL9008370.txt	MDACC	TCF4	TCF4	NA		
Telomerase_RS00275692.txt	MDACC	Telomerase	TELOMERASE	NA		
Telomerase(C)_GBL9008329.txt	MDACC	Telomerase	TELOMERASE	NA		
Telomerase(C)_GBL9008336.txt	MDACC	Telomerase	TELOMERASE	NA		
TFAM-R-V_GBL1114997	MDACC	TFAM	TFAM	NA		
TFRC-R-V_GBL1033849	MDACC	TFRC	TFRC	NA		
TFRC-R-V_GBL1113310	MDACC	TFRC	TFRC	NA		
TFRC-R-V_GBL1114966	MDACC	TFRC	TFRC	NA		
TIGAR-R-V_GBL1033836	MDACC	TIGAR	TIGAR	NA		
TIGAR-R-V_GBL1113287	MDACC	TIGAR	TIGAR	NA		
TIGAR-R-V_GBL1114955	MDACC	TIGAR	TIGAR	NA		
Transglutaminase-M-V_GBL1033901	MDACC	Transglutaminase	TRANSGLUTAMINASE	NA		
Transglutaminase-M-V_GBL1113361	MDACC	Transglutaminase	TRANSGLUTAMINASE	NA		
Transglutaminase-M-V_GBL1115044	MDACC	Transglutaminase	TRANSGLUTAMINASE	NA		
TSC1-R-C_GBL1033841	MDACC	TSC1	TSC1	NA		
TSC1-R-C_GBL1113302	MDACC	TSC1	TSC1	NA		
TSC1-R-C_GBL1114958	MDACC	TSC1	TSC1	NA		
TSC2_pT1462_GBL9008514.txt	MDACC	TSC2pT1462	TSC2	T1462		
TSC2_pT1462_RS00269172.txt	MDACC	TSC2pT1462	TSC2	T1462		
TSC2_pT1462_RS00275572.txt	MDACC	TSC2pT1462	TSC2	T1462		
TSC2_RS00269174.txt	MDACC	TSC2	TSC2	NA		
TSC2_RS00275574.txt	MDACC	TSC2	TSC2	NA		
TSC2(C )_GBL9008397.txt	MDACC	TSC2	TSC2	NA		
TTF1-R-V_GBL1033830	MDACC	TTF1	TTF1	NA		
TTF1-R-V_GBL1113281	MDACC	TTF1	TTF1	NA		
TTF1-wR-V_GBL1115123	MDACC	TTF1	TTF1	NA		
TU-30_GBL9008543.txt	MDACC	TU30	TU30	NA		
Tuberin_pT1462-R-V_GBL1033730	MDACC	TuberinpT1462	TUBERIN	T1462		
Tuberin_pT1462-R-V_GBL1113221	MDACC	TuberinpT1462	TUBERIN	T1462		
Tuberin_pT1462-wR-V_GBL1115111	MDACC	TuberinpT1462	TUBERIN	T1462		
Tuberin-R-V_GBL1033729	MDACC	Tuberin	TUBERIN	NA		
Tuberin-R-V_GBL1113220	MDACC	Tuberin	TUBERIN	NA		
Tuberin-R-V_GBL1114906	MDACC	Tuberin	TUBERIN	NA		
Tuberin.R.C_GBL.9012857	MDACC	Tuberin	TUBERIN	NA		
TWIST-M-C_GBL1033888	MDACC	TWIST	TWIST	NA		
TWIST-M-C_GBL1113402	MDACC	TWIST	TWIST	NA		
TWIST-wM-C_GBL1115139	MDACC	TWIST	TWIST	NA		
Tyro3-R-V_GBL1033829	MDACC	Tyro3	TYRO3	NA		
Tyro3-R-V_GBL1113280	MDACC	Tyro3	TYRO3	NA		
Tyro3-R-V_GBL1114951	MDACC	Tyro3	TYRO3	NA		
UBAC1-R-V_GBL1033872	MDACC	UBAC1	UBAC1	NA		
UBAC1-R-V_GBL1113333	MDACC	UBAC1	UBAC1	NA		
UBAC1-R-V_GBL1114989	MDACC	UBAC1	UBAC1	NA		
UGT1A-M-V_GBL1033950	MDACC	UGT1A	UGT1A	NA		
UGT1A-M-V_GBL1113401	MDACC	UGT1A	UGT1A	NA		
UGT1A-M-V_GBL1115087	MDACC	UGT1A	UGT1A	NA		
UQCRC2-M-C_GBL1033949	MDACC	UQCRC2	UQCRC2	NA		
UQCRC2-M-C_GBL1113398	MDACC	UQCRC2	UQCRC2	NA		
UQCRC2-M-C_GBL1115084	MDACC	UQCRC2	UQCRC2	NA		
VASP_RS00273410.txt	MDACC	VASP	VASP	NA		
VASP_RS00275701.txt	MDACC	VASP	VASP	NA		
VASP(C)_GBL9008398.txt	MDACC	VASP	VASP	NA		
VEGFR-2-R-V_GBL1033731	MDACC	VEGFR2	VEGFR2	NA		
VEGFR-2-R-V_GBL1113222	MDACC	VEGFR2	VEGFR2	NA		
VEGFR-2-R-V_GBL1114907	MDACC	VEGFR2	VEGFR2	NA		
VEGFR2_RS00273593.txt	MDACC	VEGFR2	VEGFR2	NA		
VEGFR2_RS00273720.txt	MDACC	VEGFR2	VEGFR2	NA		
VEGFR2_RS00276011.txt	MDACC	VEGFR2	VEGFR2	NA		
VEGFR2.R.V_GBL.9012859	MDACC	VEGFR2	VEGFR2	NA		
Vimentin-M-C_GBL1115245	MDACC	Vimentin	VIMENTIN	NA		
X14.3.3.epsilon.M.C_GBL.9014289	MDACC	X1433epsilon	X1433EPSILON	NA		
X4E.BP1_pS65.R.V_GBL.9013801	MDACC	X4EBP1pS65	X4EBP1	S65		
X4E.BP1.R.V_GBL.9013800	MDACC	X4EBP1	X4EBP1	NA		
X4EBP1_pT37.R.V_GBL.9013802	MDACC	X4EBP1pT37	X4EBP1	T37		
X4EBP1_pT70.R_GBL.9013803	MDACC	X4EBP1pT70	X4EBP1	T70		
X53BP1.R.C_GBL.9013804	MDACC	X53BP1	X53BP1	NA		
XBP1-G-C_GBL1115183	MDACC	XBP1	XBP1	NA		
XIAP_RS00272761.txt	MDACC	XIAP	XIAP	NA		
XIAP_RS00273575.txt	MDACC	XIAP	XIAP	NA		
XIAP_RS00275858.txt	MDACC	XIAP	XIAP	NA		
XIAP-R-C_GBL1114908	MDACC	XIAP	XIAP	NA		
XIAP.R.C_GBL.9012860	MDACC	XIAP	XIAP	NA		
XIAP(C)_GBL9008517.txt	MDACC	XIAP	XIAP	NA		
XPA-M-V_GBL1115090	MDACC	XPA	XPA	NA		
XPF-M-C_GBL1115172	MDACC	XPF	XPF	NA		
XRCC1_GBL9008409.txt	MDACC	XRCC1	XRCC1	NA		
XRCC1_RS00275801.txt	MDACC	XRCC1	XRCC1	NA		
XRCC1-R-C_GBL1033781	MDACC	XRCC1	XRCC1	NA		
XRCC1-R-C_GBL1113258	MDACC	XRCC1	XRCC1	NA		
XRCC1-wR-C_GBL1115118	MDACC	XRCC1	XRCC1	NA		
XRCC1.R.C_GBL.9012861	MDACC	XRCC1	XRCC1	NA		
YAP_pS127-R-E_GBL1033742	MDACC	YAPpS127	YAP	S127		
YAP_pS127-R-E_GBL1113233	MDACC	YAPpS127	YAP	S127		
YAP_pS127-R-E_GBL1114919	MDACC	YAPpS127	YAP	S127		
YAP_pS127.R.C_GBL.9012863	MDACC	YAPpS127	YAP	S127		
YAP_RS00273602.txt	MDACC	YAP	YAP	NA		
YAP_RS00275694.txt	MDACC	YAP	YAP	NA		
YAP-R-E_GBL1033881	MDACC	YAP	YAP	NA		
YAP-R-E_GBL1113341	MDACC	YAP	YAP	NA		
YAP-R-E_GBL1115020	MDACC	YAP	YAP	NA		
YAP.R.V_GBL.9012862	MDACC	YAP	YAP	NA		
YB.1_pS102.R.V_GBL.9012876	MDACC	YB1pS102	YB1	S102		
YB.1.R.V_GBL.9012864	MDACC	YB1	YB1	NA		
YB1_pS102-R-V_GBL1033771	MDACC	YB1pS102	YB1	S102		
YB1_pS102-R-V_GBL1113248	MDACC	YB1pS102	YB1	S102		
YB1_pS102-R-V_GBL1114925	MDACC	YB1pS102	YB1	S102		
YB1-R-V_GBL1033732	MDACC	YB1	YB1	NA		
YB1-R-V_GBL1113223	MDACC	YB1	YB1	NA		
YB1-R-V_GBL1114909	MDACC	YB1	YB1	NA		
YB1P_pS102_GBL9008402.txt	MDACC	YB1PpS102	YB1P	S102		
YBI_GBL9008318.txt	MDACC	YBI	YBI	NA		
ZNF342_GBL9008384.txt	MDACC	ZNF342	ZNF342	NA		
