ID1	ID2	Symbols	Sites	Effect
Paxillin.R.V_GBL.9013890	Paxillin	PXN		c
P.Cadherin.R.C_GBL9026342	PCadherin	CDH3		c
P.Cadherin.R.C_GBL1115221	PCadherin	CDH3		c
P.Cadherin(V)_GBL9008316	PCadherin	CDH3		c
P.Cadherin.R.C_GBL.9013824	PCadherin	CDH3		c
PCNA.M.V_GBL9026318	PCNA	PCNA		c
PCNA_RS00273756 (mouse)	PCNA	PCNA		c
PCNA_RS00276379 (mouse)	PCNA	PCNA		c
PCNA.M.C_GBL1033893	PCNA	PCNA		c
PCNA.M.C_GBL1113353	PCNA	PCNA		c
PCNA.M.C_GBL1115035	PCNA	PCNA		c
PCNA.M.V_GBL.9012900	PCNA	PCNA		c
PCNA.M.V_GBL.9014288	PCNA	PCNA		c
PCNA(mouse)_GBL9008511	PCNA	PCNA		c
Pdcd.1L1.G.C_GBL1033925	Pdcd1L1	CD274		c
Pdcd.1L1.G.C_GBL1113407	Pdcd1L1	CD274		c
Pdcd.1L1.G.C_GBL1115095	Pdcd1L1	CD274		c
Pdcd4.R.C_GBL1033770	Pdcd4	PDCD4		c
Pdcd4.R.C_GBL1113247	Pdcd4	PDCD4		c
Pdcd4.R.C_GBL1114924	Pdcd4	PDCD4		c
PDGFR (phospho.Tyr1021)	PDGFR_pY1021	PDGFRA	Y1021	a
PDGFRA	PDGFRA	PDGFRA		c
PDGFR.b.R.V_GBL1115230	PDGFRb	PDGFRB		c
PDGFRb.pY1021	PDGFRb_pY1021	PDGFRB	Y1021	a
PDGFR.beta.R.V_GBL1033862	PDGFRbeta	PDGFRB		c
PDGFR.beta.R.V_GBL1113323	PDGFRbeta	PDGFRB		c
PDK1_RS00269164	PDK1	PDPK1		c
PDK1_RS00273594	PDK1	PDPK1		c
PDK1_RS00275825	PDK1	PDPK1		c
PDK1.R.V_GBL1033813	PDK1	PDPK1		c
PDK1.R.V_GBL1113207	PDK1	PDPK1		c
PDK1.wR.V_GBL1115107	PDK1	PDPK1		c
PDK.1 (phospho.Ser241)	PDK1_pS241	PDPK1	S241	a
PDK1_pS241_RS00269163	PDK1pS241	PDPK1	S241	a
PDK1_pS241_RS00275824	PDK1pS241	PDPK1	S241	a
PDK1_pS241.R.V_GBL1033814	PDK1pS241	PDPK1	S241	a
PDK1_pS241.R.V_GBL1113208	PDK1pS241	PDPK1	S241	a
PDK1_pS241.R.V_GBL1114897	PDK1pS241	PDPK1	S241	a
PDK1_pS241.R.V_GBL.9012871	PDK1pS241	PDPK1	S241	a
PDK1_pS241.R.V_GBL.9013891	PDK1pS241	PDPK1	S241	a
PDK1_pS241(V)_GBL9008326	PDK1pS241	PDPK1	S241	a
PDK1_pS241.R.V_GBL9026258	PDPK1pS241	PDPK1	S241	a
PEA.15.R.V_GBL1033789	PEA15	PEA15		c
PEA.15.R.V_GBL1113266	PEA15	PEA15		c
PEA.15.R.V_GBL1114938	PEA15	PEA15		c
Pea.15.R.V_GBL.9013892	Pea15	PEA15		c
PEA.15_pS116.R.V_GBL1033790	PEA15pS116	PEA15	S116	i
PEA.15_pS116.R.V_GBL1113267	PEA15pS116	PEA15	S116	i
PEA.15_pS116.R.V_GBL1114939	PEA15pS116	PEA15	S116	i
PI3K.p110.alpha.R.C_GBL9026269	PI3Kp110a	PIK3CA		c
PI3K_P110a_RS00273576	PI3KP110a	PIK3CA		c
PI3K_p110a_RS00275859	PI3Kp110a	PIK3CA		c
PI3K.p110.a.R.C_GBL1114922	PI3Kp110a	PIK3CA		c
PI3Kp110a(C)_GBL9008552	PI3Kp110a	PIK3CA		c
PI3K.p110.alpha.R.C_GBL1033769	PI3Kp110alpha	PIK3CA		c
PI3K.p110.alpha.R.C_GBL1113236	PI3Kp110alpha	PIK3CA		c
PI3K.p110.alpha.R.C_GBL.9013894	PI3Kp110alpha	PIK3CA		c
PI3K.p110.b.M.C_GBL1115176	PI3Kp110b	PIK3CA		c
PI3K.p85.R.V_GBL9026270	PI3Kp85	PIK3R1		c
PI3K.p85.R.V_GBL1033815	PI3Kp85	PIK3R1		c
PI3K.p85.R.V_GBL1113209	PI3Kp85	PIK3R1		c
PI3K.p85.R.V_GBL1114898	PI3Kp85	PIK3R1		c
PI3K.p85.R.V_GBL.9013895	PI3Kp85	PIK3R1		c
PI3Kp85_GBL9008332	PI3Kp85	PIK3R1		c
PKC.alpha.M.V_GBL9026319	PKCa	PRKCA		c
PKC.a.M.V_GBL1115036	PKCa	PRKCA		c
PKCa_GBL9008310	PKCa	PRKCA		c
PKCa_RS00273419 (MOUSE)	PKCa	PRKCA		c
PKCa_RS00273751 (mouse)	PKCa	PRKCA		c
PKCa_RS00276607 (mouse)	PKCa	PRKCA		c
PKCa(mouse)(V)_GBL9007876	PKCa	PRKCA		c
PKC.alpha.M.V_GBL1033894	PKCalpha	PRKCA		c
PKC.alpha.M.V_GBL1113354	PKCalpha	PRKCA		c
PKC.alpha.M.V_GBL.9012895	PKCalpha	PRKCA		c
PKC.alpha_pS657.R.C_GBL1033816	PKCalphapS657	PRKCA	S657	a
PKC.alpha_pS657.R.C_GBL1113210	PKCalphapS657	PRKCA	S657	a
PKC.alpha_pS657.R.V_GBL.9013896	PKCalphapS657	PRKCA	S657	a
PKC.alpha_pS657.R.V_GBL9026271	PKCapS657	PRKCA	S657	a
PKC.a_pS657.R.C_GBL1114899	PKCapS657	PRKCA	S657	a
PKCa_pS657_GBL9008518	PKCapS657	PRKCA	S657	a
PKCa_pS657_RS00273717	PKCapS657	PRKCA	S657	a
PKCa_pS657_RS00275588	PKCapS657	PRKCA	S657	a
PKC.beta.II_pS660.R.V_GBL1033846	PKCbetaIIpS660	PRKCB	S660	a
PKC.beta.II_pS660.R.V_GBL1113307	PKCbetaIIpS660	PRKCB	S660	a
PKC.b.II_pS660.R.V_GBL1114963	PKCbIIpS660	PRKCB	S660	a
PKC.delta (phospho.Thr505)	PKCd_pT505	PRKCD	T505	a
PKC.delta_pS664_GBL9008358	PKCdeltapS664	PRKCD	S664	a
PKC.delta_pS664.R.V_GBL1033784	PKCdeltapS664	PRKCD	S664	a
PKC.delta_pS664.R.V_GBL1113261	PKCdeltapS664	PRKCD	S664	a
PKC.delta_pS664.R.V_GBL1114931	PKCdeltapS664	PRKCD	S664	a
PLC.gamma2_pY759.R.C_GBL1115224	PLCgamma2pY759	PLCG2	Y759	a
PLCR2_pY759_GBL9008347	PLCR2pY759	PLCR2	Y759	a
PLK1	PLK1	PLK1		c
PLK1_GBL9008348	PLK1	PLK1		c
PLK1.R.C_GBL1114915	PLK1	PLK1		c
PMS2.R.V_GBL1033867	PMS2	PMS2		c
PMS2.R.V_GBL1113328	PMS2	PMS2		c
PMS2.R.V_GBL1114985	PMS2	PMS2		c
Porin.M.V_GBL1033946	Porin	VDAC1 		c
Porin.M.V_GBL1113378	Porin	VDAC1 		c
Porin.M.V_GBL1115058	Porin	VDAC1 		c
PR.R.V_GBL9026272	PR	PGR		c
PR_RS00273725	PR	PR		c
PR_RS00276019	PR	PR		c
PR.R.V_GBL1033720	PR	PR		c
PR.R.V_GBL1113211	PR	PR		c
PR.wR.V_GBL1115108	PR	PR		c
PR.R.V_GBL.9013898	PR	PR		c
PR(V)_GBL9008522	PR	PR		c
PRAS40.M.C_GBL1115042	PRAS40	AKT1S1		c
PRAS40 (phospho.Thr246)	PRAS40_pT246	AKT1S1	T246	i
PRAS40_pT246.R.V_GBL9026273	PRAS40pT246	AKT1S1	T246	i
PRAS40_pT246.R.V_GBL1033737	PRAS40pT246	AKT1S1	T246	i
PRAS40_pT246.R.V_GBL1113228	PRAS40pT246	AKT1S1	T246	i
PRAS40_pT246.R.V_GBL1114914	PRAS40pT246	AKT1S1	T246	i
PRAS40_pT246.R.V_GBL.9013900	PRAS40pT246	AKT1S1	T246	i
PREX1.R.V_GBL1033857	PREX1	PREX1		c
PREX1.R.V_GBL1113318	PREX1	PREX1		c
PREX1.R.V_GBL1114977	PREX1	PREX1		c
PRKAG2_GBL9008545	PRKAG2	PRKAG2		c
Prohibitin	Prohibitin	PHB		c
PTCH.R.C_GBL9026274	PTCH	PTCH1		c
PTCH_RS00267481	PTCH	PTCH1		c
PTCH_RS00275810  (1_1500)	PTCH	PTCH1		c
PTCH_RS00276596 (1_500)	PTCH	PTCH1		c
PTCH.R.C_GBL.9013901	PTCH	PTCH1		c
PTEN	PTEN	PTEN		c
PTEN.R.V_GBL9026275	PTEN	PTEN		c
PTEN_RS00269160	PTEN	PTEN		c
PTEN_RS00275821	PTEN	PTEN		c
PTEN.R.V_GBL1033722	PTEN	PTEN		c
PTEN.R.V_GBL1113213	PTEN	PTEN		c
PTEN.R.V_GBL1114901	PTEN	PTEN		c
PTEN.R.V_GBL.9013902	PTEN	PTEN		c
PTEN(138G50)_GBL9008556	PTEN	PTEN		c
PTEN(V)_GBL9008555	PTEN	PTEN		c
Puma.wR.C_GBL1115237	Puma	BBC3		c
PYGM.M.C_GBL1115056	PYGM	PYGM		c
Rab 25_RS00267484	Rab 25	RAB25		c
Rab11.R.V_GBL9026276	Rab11	RAB11A		c
Rab11.R.E_GBL1033832	Rab11	RAB11A		c
Rab11.R.E_GBL1113283	Rab11	RAB11A		c
Rab11.wR.E_GBL1115124	Rab11	RAB11A		c
Rab25.R.C_GBL9026277	Rab25	RAB25		c
Rab25.R.V_GBL1033850	Rab25	RAB25		c
Rab25.R.V_GBL1113311	Rab25	RAB25		c
Rab25.wR.V_GBL1115180	Rab25	RAB25		c
Rab25.R.C_GBL.9012873	Rab25	RAB25		c
Rab25.R.C_GBL.9014283	Rab25	RAB25		c
Rab25(C)_GBL9007942	Rab25	RAB25		c
Rab25 (449)_RS00275802	Rab25 	RAB25 		c
rabbit IgG	rabbit IgG			c
mouse IgG1	rabbit IgG1			c
mouse IgG2a	rabbit IgG2a			c
Rad50.M.C_GBL9026320	Rad50	RAD50		c
Rad50.M.V_GBL1033904	Rad50	RAD50		c
Rad50.M.V_GBL1113368	Rad50	RAD50		c
Rad50.M.V_GBL1115170	Rad50	RAD50		c
Rad50.M.C_GBL.9012896	Rad50	RAD50		c
Rad51.M.C_GBL9026321	Rad51	RAD51		c
RAD51_RS00276381 (mouse)	RAD51	RAD51		c
Rad51.R.V_GBL1033870	Rad51	RAD51		c
Rad51.R.V_GBL1113410	Rad51	RAD51		c
Rad51.wR.V_GBL1115132	Rad51	RAD51		c
Rad51.M.C_GBL.9012897	Rad51	RAD51		c
RAD51(mouse)_GBL9008512	RAD51	RAD51		c
Raf (phospho.Ser338)	Raf_S338	CRAF	S338	a
Raptor.R.V_GBL1033843	Raptor	RPTOR		c
Raptor.R.V_GBL1113304	Raptor	RPTOR		c
Raptor.R.V_GBL1114960	Raptor	RPTOR		c
Rb	Rb	RB1		c
Rb.M.V_GBL9026323	Rb	RB1		c
Rb_RS00273420 (MOUSE)	Rb	RB1		c
Rb_RS00276608 (mouse)	Rb	RB1		c
Rb.M.Q_GBL1115037	Rb	RB1		c
Rb.M.QC_GBL1033895	Rb	RB1		c
Rb.M.QC_GBL1113355	Rb	RB1		c
Rb.M.V_GBL.9012909	Rb	RB1		c
Rb(mouse)(V)_GBL9007877	Rb	RB1		c
Rb (phospho.Ser780)	Rb_pS780	RB1	S780	i
Rb (phospho.Ser807,Ser811)	Rb_pS807	RB1	S807|S811	i
Rb (phospho.Ser780)	Rb_S780	RB1	S780	i
RBM15.R.V_GBL1033847	RBM15	RBM15		c
RBM15.R.V_GBL1113366	RBM15	RBM15		c
RBM15.R.V_GBL1114964	RBM15	RBM15		c
Rb_pS807_S811.R.V_GBL9026280	RbpS807	RB1	S807|S811	i
Rb_pS807_RS00273590	RbpS807	RB1	S807	i
Rb_pS807_RS00273608	RbpS807	RB1	S807	i
Rb_pS807_RS00275587	RbpS807	RB1	S807	i
Rb_pS807(V)_GBL9008337	RbpS807	RB1	S807	i
Rb_pS807_S811.R.V_GBL1033721	RbpS807S811	RB1	S807|S811	i
Rb_pS807_S811.R.V_GBL1113212	RbpS807S811	RB1	S807|S811	i
Rb_pS807_S811.R.V_GBL1114900	RbpS807S811	RB1	S807|S811	i
Rb_pS807_S811.R.V_GBL.9013910	RbpS807S811	RB1	S807|S811	i
Rheb.M.C_GBL1115043	Rheb	RHEB		c
Rictor.R.C_GBL1033844	Rictor	RICTOR		c
Rictor.R.C_GBL1113305	Rictor	RICTOR		c
Rictor.R.C_GBL1114961	Rictor	RICTOR		c
Rictor_pT1135.R.V_GBL1033845	RictorpT1135	RICTOR	T1135	i
Rictor_pT1135.R.V_GBL1113306	RictorpT1135	RICTOR	T1135	i
Rictor_pT1135.R.V_GBL1114962	RictorpT1135	RICTOR	T1135	i
Rock.1.R.C_GBL1115029	Rock1	ROCK1		c
RPA32.Rat.C_GBL1115141	RPA32RatC	RPA2		c
RPA32.Rat.C_GBL1115141	RPA32RatC	RPA3		c
RSK.R.C_GBL1033739	RSK	RPS6KA1		c
RSK.R.C_GBL1113230	RSK	RPS6KA1		c
RSK.R.C_GBL1114917	RSK	RPS6KA1		c
RSK.R.C_GBL1033739	RSK	RPS6KA2		c
RSK.R.C_GBL1113230	RSK	RPS6KA2		c
RSK.R.C_GBL1114917	RSK	RPS6KA2		c
RSK.R.C_GBL1033739	RSK	RPS6KA3		c
RSK.R.C_GBL1113230	RSK	RPS6KA3		c
RSK.R.C_GBL1114917	RSK	RPS6KA3		c
RSK1/RSK2/RSK3	RSK1/RSK2/RSK3	RPS6KA1		c
RSK1/RSK2/RSK3	RSK1/RSK2/RSK3	RPS6KA3		c
RSK1/RSK2/RSK3	RSK1/RSK2/RSK3	RPS6KA2		c
p90 S6 kinase (Rsk1.3) (phospho.Thr359,Ser363)	Rsk13_pT359	RPS6KA1	T359|S363	a
p90 S6 kinase (Rsk1.3) (phospho.Thr359,Ser363)	Rsk13_pT359	RPS6KA2	T359|S363	a
p90 S6 kinase (Rsk1.3) (phospho.Thr359,Ser363)	Rsk13_pT359	RPS6KA3	T359|S363	a
S6 Ribosomal Protein	S6	RPS6		c
S6_GBL9008330	S6	RPS6		c
S6_RS00269159	S6	RPS6		c
S6_RS00275804	S6	RPS6		c
S6 Ribosomal protein (phospho.Ser235,Ser236)|RPS6.pS235/6	S6_pS235	RPS6	S235|S236	a
S6_pS235_S236.R.V_GBL9026281	S6pS235	RPS6	S235|S236	a
S6_pS235_RS00269157	S6pS235	RPS6	S235	a
S6_pS235_RS00275818	S6pS235	RPS6	S235	a
S6_pS235(V)_GBL9008331	S6pS235	RPS6	S235	a
S6_pS235_S236.R.V_GBL1033723	S6pS235S236	RPS6	S235|S236	a
S6_pS235_S236.R.V_GBL1113214	S6pS235S236	RPS6	S235|S236	a
S6_pS235_S236.R.V_GBL1114902	S6pS235S236	RPS6	S235|S236	a
S6_pS235_S236.R.V_GBL.9013911	S6pS235S236	RPS6	S235|S236	a
S6_pS240_S244.R.V_GBL9026282	S6pS240	RPS6	S240|S244	a
S6_pS240_RS00269158	S6pS240	RPS6	S240	a
S6_pS240_RS00275819	S6pS240	RPS6	S240	a
S6_pS240(V)_GBL9008558	S6pS240	RPS6	S240	a
S6_pS240_S244.R.V_GBL1033724	S6pS240S244	RPS6	S240|S244	a
S6_pS240_S244.R.V_GBL1113215	S6pS240S244	RPS6	S240|S244	a
S6_pS240_S244.R.V_GBL1114903	S6pS240S244	RPS6	S240|S244	a
S6_pS240_S244.R.V_GBL.9013912	S6pS240S244	RPS6	S240|S244	a
SAPK/JNK (phospho.Thr182,Tyr185)	SAPK/JNK_pT182	MAPK8	T182|Y185	a
SAPK/JNK (phospho.Thr182,Tyr185)	SAPK/JNK_pT182	MAPK9	T182|Y185	a
SCD.M.V_GBL1033945	SCD	SCD		c
SCD.M.V_GBL1113392	SCD	SCD		c
SCD.wM.V_GBL1115079	SCD	SCD		c
SDHA.R.V_GBL1114998	SDHA	SDHA		c
SETD2.R.QC_GBL1033820	SETD2	SETD2		c
SETD2.R.QC_GBL1113271	SETD2	SETD2		c
SETD2.wR.Q_GBL1115120	SETD2	SETD2		c
SF2.M.V_GBL1033906	SF2	SRSF1		c
SF2.M.V_GBL1113370	SF2	SRSF1		c
SF2.M.V_GBL1115049	SF2	SRSF1		c
SGK_RS00267494	SGK	SGK1		c
SGK_RS00273766	SGK	SGK1		c
SGK_pS78_RS00267495	SGKpS78	SGK1	S78	a
SGK_RS00267494	SGK	SGK2		c
SGK_RS00273766	SGK	SGK2		c
SGK_pS78_RS00267495	SGKpS78	SGK2	S78	a
SGK_RS00267494	SGK	SGK3		c
SGK_RS00273766	SGK	SGK3		c
SGK_pS78_RS00267495	SGKpS78	SGK3	S78	a
SHC_pY317_GBL9008349	SHCpY317	SHC1	Y317	a
Shc_pY317.R.V_GBL1033791	ShcpY317	SHC1	Y317	a
Shc_pY317.R.V_GBL1113268	ShcpY317	SHC1	Y317	a
Shc_pY317.wR.V_GBL1115119	ShcpY317	SHC1	Y317	a
SHC_pY317_GBL9008349	SHCpY317	SHC2	Y317	a
Shc_pY317.R.V_GBL1033791	ShcpY317	SHC2	Y317	a
Shc_pY317.R.V_GBL1113268	ShcpY317	SHC2	Y317	a
Shc_pY317.wR.V_GBL1115119	ShcpY317	SHC2	Y317	a
SHC_pY317_GBL9008349	SHCpY317	SHC3	Y317	a
Shc_pY317.R.V_GBL1033791	ShcpY317	SHC3	Y317	a
Shc_pY317.R.V_GBL1113268	ShcpY317	SHC3	Y317	a
Shc_pY317.wR.V_GBL1115119	ShcpY317	SHC3	Y317	a
SHC_pY317_GBL9008349	SHCpY317	SHC4	Y317	a
Shc_pY317.R.V_GBL1033791	ShcpY317	SHC4	Y317	a
Shc_pY317.R.V_GBL1113268	ShcpY317	SHC4	Y317	a
Shc_pY317.wR.V_GBL1115119	ShcpY317	SHC4	Y317	a
SHP.2_pY542.R.C_GBL1114974	SHP2pY542	PTPN11	Y542	i
Smac.M.V_GBL9026324	Smac	DIABLO		c
Smac.M.Q_GBL1115038	Smac	DIABLO		c
Smac.M.QC_GBL1033896	Smac	DIABLO		c
Smac.M.QC_GBL1113356	Smac	DIABLO		c
Smac.M.V_GBL.9012910	Smac	DIABLO		c
SMAC_DIABO(mouse)_GBL9008360	SMACDIABO	DIABLO		c
Smad1.R.V_GBL9026283	Smad1	SMAD1		c
SMAD1_GBL9008322	SMAD1	SMAD1		c
Smad1.R.V_GBL1033782	Smad1	SMAD1		c
Smad1.R.V_GBL1113259	Smad1	SMAD1		c
Smad1.R.V_GBL1114929	Smad1	SMAD1		c
Smad3.R.V_GBL9026284	Smad3	SMAD3		c
SMAD3_GBL9008320	SMAD3	SMAD3		c
SMAD3_RS00273411	SMAD3	SMAD3		c
SMAD3_RS00275870	SMAD3	SMAD3		c
Smad3.R.V_GBL1033743	Smad3	SMAD3		c
Smad3.R.V_GBL1113234	Smad3	SMAD3		c
Smad3.R.V_GBL1114920	Smad3	SMAD3		c
Smad3.R.V_GBL.9013914	Smad3	SMAD3		c
SMAD3.pS423/5	SMAD3_pS423	SMAD3	S423|S425	a
Smad3 (phospho.Ser423,Ser425)	Smad3_pS423	SMAD3	S423|S425	a
SMAD3_pS423_GBL9008321	SMAD3pS423	SMAD3	S423	a
SMAD3_pS423_RS00273412	SMAD3pS423	SMAD3	S423	a
SMAD3_pS423_RS00275691	SMAD3pS423	SMAD3	S423	a
Smad4.M.V_GBL9026325	Smad4	SMAD4		c
Smad4.M.V_GBL1033947	Smad4	SMAD4		c
Smad4.M.V_GBL1113388	Smad4	SMAD4		c
Smad4.M.V_GBL1115075	Smad4	SMAD4		c
Smad4.M.V_GBL.9012911	Smad4	SMAD4		c
SMAD4(mouse)_GBL9008361	SMAD4	SMAD4		c
SMAD6_GBL9008323	SMAD6	SMAD6		c
Snail.M.C_GBL9026326	Snail	SNAI2		c
Snail.M.Q_GBL1115039	Snail	SNAI2		c
Snail.M.QC_GBL1033897	Snail	SNAI2		c
Snail.M.QC_GBL1113357	Snail	SNAI2		c
Snail.M.C_GBL.9012912	Snail	SNAI2		c
SOD2.R.V_GBL1114996	SOD2	SOD2		c
Src.M.V_GBL9026327	Src	SRC		c
SRC_GBL9008559	SRC	SRC		c
SRC_RS00273421 (MOUSE)	SRC	SRC		c
SRC_RS00273425	SRC	SRC		c
SRC_RS00275855 (better) 	SRC	SRC		c
SRC_RS00276609 (mouse)	SRC	SRC		c
Src.M.V_GBL1033898	Src	SRC		c
Src.M.V_GBL1113358	Src	SRC		c
Src.M.V_GBL1115040	Src	SRC		c
Src.M.V_GBL.9012913	Src	SRC		c
SRC(mouse)(V)_GBL9007878	SRC	SRC		c
Src (family) (phospho.Tyr416)	Src_pY416	SRC	Y416	a
Src (phospho.Tyr527)	Src_pY527	SRC	Y527	i
Src_pY416.R.C_GBL9026285	SrcpY416	SRC	Y416|Y419	a
SRC_pY416_RS00273494	SRCpY416	SRC	Y416	a
SRC_pY416_RS00275866	SRCpY416	SRC	Y416	a
Src_pY416.R.C_GBL1033725	SrcpY416	SRC	Y416	a
Src_pY416.R.C_GBL1113216	SrcpY416	SRC	Y416	a
Src_pY416.wR.C_GBL1115109	SrcpY416	SRC	Y416	a
Src_pY416.R.C_GBL.9013915	SrcpY416	SRC	Y416	a
Src_pY527.R.V_GBL9026286	SrcpY527	SRC	Y527|Y530	i
SRC_pY527_RS00273509	SRCpY527	SRC	Y527	i
SRC_pY527_RS00276027	SRCpY527	SRC	Y527	i
Src_pY527.R.V_GBL1033726	SrcpY527	SRC	Y527	i
Src_pY527.R.V_GBL1113217	SrcpY527	SRC	Y527	i
Src_pY527.R.V_GBL1114904	SrcpY527	SRC	Y527	i
Src_pY527.R.V_GBL.9013916	SrcpY527	SRC	Y527	i
SRC_pY527(V)_GBL9008359	SRCpY527	SRC	Y527	i
Stat1 (phospho.Ser727)	STAT1_pS727	STAT1	S727	a
Stat1 (phospho.Tyr701)	STAT1_PY701	STAT1	Y701	a
STAT3_GBL9007984	STAT3	STAT3		c
STAT3_RS00273713	STAT3	STAT3		c
STAT3_RS00275584	STAT3	STAT3		c
Stat3.R.C_GBL1114975	Stat3	STAT3		c
Stat6 (phospho.Tyr641)	STAT3_pY641	STAT6	Y641	a
Stat3 (phospho.Tyr705)	Stat3_pY705	STAT3	Y705	a
STAT3_pS727_GBL9007982	STAT3pS727	STAT3	S727	a
STAT3_pT727_RS00273711	STAT3pT727	STAT3	T727	a
STAT3_pT727_RS00275582	STAT3pT727	STAT3	T727	a
STAT3_pY705.R.V_GBL9026287	STAT3pY705	STAT3	Y705	a
STAT3_pY705_RS00273429	STAT3pY705	STAT3	Y705	a
STAT3_pY705_RS00273600	STAT3pY705	STAT3	Y705	a
STAT3_pY705_RS00273762	STAT3pY705	STAT3	Y705	a
STAT3_pY705_RS00275583	STAT3pY705	STAT3	Y705	a
Stat3_pY705.R.V_GBL1033727	Stat3pY705	STAT3	Y705	a
Stat3_pY705.R.V_GBL1113218	Stat3pY705	STAT3	Y705	a
Stat3_pY705.wR.V_GBL1115110	Stat3pY705	STAT3	Y705	a
STAT3_pY705.R.V_GBL.9013917	STAT3pY705	STAT3	Y705	a
STAT3_pY705(V)_GBL9008396	STAT3pY705	STAT3	Y705	a
STAT5_RS00275856	STAT5	STAT5A		c
STAT5(V)_GBL9007985	STAT5	STAT5A		c
STAT5_RS00275856	STAT5	STAT5B		c
STAT5(V)_GBL9007985	STAT5	STAT5B		c
STAT5.alpha.R.V_GBL9026288	STAT5a	STAT5A		c
Stat5a.R.V_GBL1033728	Stat5a	STAT5A		c
Stat5a.R.V_GBL1113219	Stat5a	STAT5A		c
Stat5a.R.V_GBL1114905	Stat5a	STAT5A		c
STAT5.ALPHA.R.V_GBL.9013918	STAT5ALPHA	STAT5A		c
STAT5_pY694_GBL9008365	STAT5pY694	STAT5A	Y694	a
STAT5_pY694_RS00273574	STAT5pY694	STAT5A	Y694	a
STAT5_pY694_RS00275857	STAT5pY694	STAT5A	Y694	a
STAT5_pY694_GBL9008365	STAT5pY694	STAT5B	Y694	a
STAT5_pY694_RS00273574	STAT5pY694	STAT5B	Y694	a
STAT5_pY694_RS00275857	STAT5pY694	STAT5B	Y694	a
STAT6_pY641_GBL9007987	STAT6pY641	STAT6	Y641	a
STAT6_pY641_RS00267487	STAT6pY641	STAT6	Y641	a
STAT6_pY641_RS00275710	STAT6pY641	STAT6	Y641	a
Stathmin.R.V_GBL9026289	Stathmin	STMN1		c
Stathmin_RS00273604	Stathmin	STMN1		c
Stathmin_RS00275695	Stathmin	STMN1		c
Stathmin.R.V_GBL.9012905	Stathmin	STMN1		c
Stathmin.R.V_GBL.9013919	Stathmin	STMN1		c
Stathmin(V)_GBL9007988	Stathmin	STMN1		c
Stathmin.1.R.V_GBL1033733	Stathmin1	STMN1		c
Stathmin.1.R.V_GBL1113224	Stathmin1	STMN1		c
Stathmin.1.R.V_GBL1114910	Stathmin1	STMN1		c
Survivin	Survivin	BIRC5		c
Syk.M.V_GBL9026328	Syk	SYK		c
Syk.M.V_GBL1033948	Syk	SYK		c
Syk.M.V_GBL1113389	Syk	SYK		c
Syk.M.V_GBL1115076	Syk	SYK		c
Syk.M.V_GBL.9012914	Syk	SYK		c
SYK(mouse)(V)_GBL9007884	SYK	SYK		c
X53BP1.R.C_GBL9026171	TX53BP1	TPX53BP1		c
Tau.M.C_GBL9026329	Tau	MAPT		c
TAU_RS00273749 (MOUSE)	TAU	MAPT		c
TAU_RS00273757 (mouse)	TAU	MAPT		c
TAU_RS00276375 (mouse)	TAU	MAPT		c
TAU_RS00276386 (mouse) (1_250) (w to OK)	TAU	MAPT		c
Tau.M.C_GBL1115168	Tau	MAPT		c
Tau.M.C_GBL.9012915	Tau	MAPT		c
TAZ_RS00273603	TAZ	WWTR1		c
TAZ_RS00276593	TAZ	WWTR1		c
TAZ.R.V_GBL1033741	TAZ	WWTR1		c
TAZ.R.V_GBL1113232	TAZ	WWTR1		c
TAZ.R.V_GBL1114918	TAZ	WWTR1		c
TAZ(V)_GBL9008367	TAZ	WWTR1		c
TAZ_pS89.R.C_GBL9026290	TAZpS89	WWTR1	S89	i
TAZ_pS89_GBL9008521	TAZpS89	WWTR1	S89	i
TAZ_pS89_GBL9008546	TAZpS89	WWTR1	S89	i
TAZ_pS89.R.C_GBL.9012856	TAZpS89	WWTR1	S89	i
TCF4_GBL9008370	TCF4	TCF4		c
Telomerase_RS00275692	Telomerase	TERT		c
Telomerase(C)_GBL9008329	Telomerase	TERT		c
Telomerase(C)_GBL9008336	Telomerase	TERT		c
TFAM.R.V_GBL1114997	TFAM	TFAM		c
TFF1.R.V_GBL9026291	TFF1	TFF1		c
TFRC.R.V_GBL1033849	TFRC	TFRC		c
TFRC.R.V_GBL1113310	TFRC	TFRC		c
TFRC.R.V_GBL1114966	TFRC	TFRC		c
TIGAR.R.V_GBL9026292	TIGAR	TIGAR 		c
TIGAR.R.V_GBL1033836	TIGAR	TIGAR 		c
TIGAR.R.V_GBL1113287	TIGAR	TIGAR 		c
TIGAR.R.V_GBL1114955	TIGAR	TIGAR		c
Transglutaminase.M.V_GBL1033901	Transglutaminase	TGM1		c
Transglutaminase.M.V_GBL1113361	Transglutaminase	TGM1		c
Transglutaminase.M.V_GBL1115044	Transglutaminase	TGM1		c
TSC1.R.C_GBL1033841	TSC1	TSC1		c
TSC1.R.C_GBL1113302	TSC1	TSC1		c
TSC1.R.C_GBL1114958	TSC1	TSC1		c
Tuberin.R.C_GBL9026293	TSC2	TSC2		c
TSC2_RS00269174	TSC2	TSC2		c
TSC2_RS00275574	TSC2	TSC2		c
TSC2(C )_GBL9008397	TSC2	TSC2		c
TSC2_pT1462_GBL9008514	TSC2pT1462	TSC2	T1462	i
TSC2_pT1462_RS00269172	TSC2pT1462	TSC2	T1462	i
